Player,Break Point Save %,num_matches
John Isner,0.7737207602339181,62
Ivo Karlovic,0.7506507936507937,35
Grigor Dimitrov,0.7479779993668882,68
Gilles Muller,0.7432846914989772,50
Rafael Nadal,0.7384983623078861,81
Nick Kyrgios,0.7321725412634503,51
Kevin Anderson,0.7169104608128998,53
Milos Raonic,0.7162013192373723,43
Stan Wawrinka,0.7062903494355106,37
Tomas Berdych,0.6978096179183136,54
Roger Federer,0.6954019136792245,60
Marin Cilic,0.6840435163964576,68
Jo-Wilfried Tsonga,0.6836797260710303,54
Borna Coric,0.675163906142167,51
Dominic Thiem,0.6739801761160304,75
Alexander Zverev,0.6697830168068263,79
Philipp Kohlschreiber,0.661266450940364,53
Novak Djokovic,0.6597008247743541,41
Richard Gasquet,0.658864121989122,47
Sam Querrey,0.658803843910227,59
Mischa Zverev,0.6586985149509778,62
Feliciano Lopez,0.6570725202625074,49
Guido Pella,0.6567407265936678,35
Lucas Pouille,0.6555566275278291,58
Jan Lennard Struff,0.6537657238515362,57
David Goffin,0.653246015422486,83
Hyeon Chung,0.6528398684648684,45
Kyle Edmund,0.6504521198965643,60
Marcos Baghdatis,0.6490504535147392,34
Roberto Bautista Agut,0.6469973513076962,70
Ryan Harrison,0.6441574507363981,43
Yuichi Sugita,0.6433325124921764,38
Dusan Lajovic,0.6426220222272854,40
Kei Nishikori,0.6418063723300452,44
Alexandr Dolgopolov,0.6411662049360948,49
Juan Martin del Potro,0.6397625995771776,55
Steve Johnson,0.6395822871424476,53
Nicolas Mahut,0.6389046437433533,34
Gael Monfils,0.6337039551564642,34
Fernando Verdasco,0.6329932558363931,54
Mikhail Youzhny,0.6320873570873571,30
David Ferrer,0.6308640971431669,46
Pablo Cuevas,0.627981886534518,41
Pablo Carreno Busta,0.625988880400645,63
Jeremy Chardy,0.6252502576788291,40
Robin Haase,0.6244553790226868,58
Horacio Zeballos,0.6224867724867724,42
Daniil Medvedev,0.6224567401197836,52
Benoit Paire,0.6206680151124595,62
Jack Sock,0.6199164043503667,61
Albert Ramos,0.6177785177785178,65
Adrian Mannarino,0.6127930245854774,60
Nikoloz Basilashvili,0.6123389636377169,52
Jiri Vesely,0.6114563923074562,50
Donald Young,0.609862716702662,47
Bernard Tomic,0.6089363017934446,30
Aljaz Bedene,0.6075466648047293,37
Denis Istomin,0.6067438637751138,35
Jared Donaldson,0.6057190579887949,47
Diego Schwartzman,0.6053922198659041,67
Viktor Troicki,0.6019551436218104,53
Andrey Rublev,0.5997368108082394,39
Andy Murray,0.595159882134672,36
Andreas Seppi,0.5943320661597973,36
Gilles Simon,0.5937004284359244,41
Karen Khachanov,0.5929731488555018,57
Andrey Kuznetsov,0.5895693532057168,36
Fabio Fognini,0.5879160857233335,59
Thiago Monteiro,0.5876225898284722,37
Steve Darcis,0.5868648689727122,41
Damir Dzumhur,0.5842204393161331,61
Paolo Lorenzi,0.5837385332921048,60
Joao Sousa,0.5835018218969625,57
Carlos Berlocq,0.5766313088463824,33
Thomaz Bellucci,0.5744028059941926,34
Pierre Hugues Herbert,0.5731936714079572,30
Dustin Brown,0.5724445554445555,30
Jordan Thompson,0.5664407064733863,30
Rogerio Dutra Silva,0.5474488583312113,31
Malek Jaziri,0.5429131054131054,37
