Player,First Serve %,num_matches
Potito Starace,0.7372173399234411,51
Victor Hanescu,0.7176481633044471,50
Juan Carlos Ferrero,0.7155343737063764,47
Jarkko Nieminen,0.7017051483106648,58
John Isner,0.6915465369512446,62
Andy Roddick,0.6866997015923589,66
Fernando Verdasco,0.6713312046827804,65
Rafael Nadal,0.6708287818707535,81
Mischa Zverev,0.6625816544011156,32
Kevin Anderson,0.659776946145858,32
Julien Benneteau,0.657103863884229,45
Nikolay Davydenko,0.6546617683351063,50
Denis Istomin,0.6533870801592203,61
Juan Monaco,0.65289950871197,50
Michael Russell,0.6514554267593669,34
David Ferrer,0.6508051904879519,84
Tommy Robredo,0.6484900275978176,43
Radek Stepanek,0.6403871722710722,35
Novak Djokovic,0.6397584027416728,81
Jan Hajek,0.6386896402320145,34
Michael Berrer,0.6377305866139099,48
Florian Mayer,0.6357727046319943,42
Sergiy Stakhovsky,0.6344620578323245,52
Mikhail Youzhny,0.6336893049779031,63
Gael Monfils,0.6307018989345228,66
Ernests Gulbis,0.6303581342111653,51
Horacio Zeballos,0.629579223954626,44
Pablo Cuevas,0.6252739241964623,43
Lukasz Kubot,0.6247907099548837,41
Michael Llodra,0.6244819029854675,51
Juan Ignacio Chela,0.6235614979842897,52
Eduardo Schwank,0.6209911409413262,38
Roger Federer,0.6203382728667175,79
Philipp Kohlschreiber,0.6195642232530839,63
Olivier Rochus,0.618754246066502,39
Jo-Wilfried Tsonga,0.6181599358800212,47
Richard Gasquet,0.6175067067412848,62
Sam Querrey,0.6166383421103193,63
Albert Montanes,0.6155282151464628,62
Leonardo Mayer,0.6130894127430982,34
Andreas Seppi,0.6128796080933975,52
Santiago Giraldo,0.6123255937700665,44
Jurgen Melzer,0.6109621119521982,78
Thiemo De Bakker,0.6101824367947019,52
Florent Serra,0.6096013460987609,46
Marcel Granollers,0.609358337384886,43
Guillermo Garcia Lopez,0.6035569606582628,54
Viktor Troicki,0.6023722922490417,69
Peter Luczak,0.6012412140921733,36
Rainer Schuettler,0.6012227196746024,30
Ivan Ljubicic,0.5983663216952082,46
Marco Chiudinelli,0.5976023530302468,43
Nicolas Almagro,0.5975540846507482,70
Andrey Golubev,0.5957739153545624,45
Yen Hsun Lu,0.5941736397761701,35
Robin Soderling,0.5923033050308211,79
Illya Marchenko,0.5901172362880772,40
Daniel Gimeno Traver,0.5898688293674053,43
Fabio Fognini,0.5874119279592286,42
Lukas Lacko,0.5857056927935141,41
David Nalbandian,0.5853307246510203,39
Simon Greul,0.5844241030770995,38
Dudi Sela,0.5825394283184194,36
Thomaz Bellucci,0.5816231955255478,60
Marin Cilic,0.5809852072056018,62
Benjamin Becker,0.5788891724270898,61
Alejandro Falla,0.577957986857589,34
Xavier Malisse,0.5776967520298855,45
Feliciano Lopez,0.5743159291120523,51
Jeremy Chardy,0.5741829837616518,55
James Blake,0.5736263045029889,32
Janko Tipsarevic,0.5734640929640328,48
Stan Wawrinka,0.5725308599547975,55
Igor Andreev,0.567393105494101,36
Arnaud Clement,0.5641348033526237,40
Tomas Berdych,0.5639860302535946,71
Lleyton Hewitt,0.5639225957057223,34
Taylor Dent,0.559836712001741,31
Philipp Petzschner,0.55881752673288,40
Gilles Simon,0.5566463938852242,42
Evgeny Korolev,0.55544817258912,32
Mardy Fish,0.5526433140888533,55
Alexandr Dolgopolov,0.5484112326394552,44
Paul Henri Mathieu,0.5434948638832505,32
Andy Murray,0.5386017492171572,64
Marcos Baghdatis,0.5129738070147171,70
