Player,Second Serve Win %,num_matches
Roger Federer,0.6019850380952477,78
Rafael Nadal,0.5765118263350065,86
Andy Roddick,0.5719759304459314,70
Radek Stepanek,0.5677656472778689,50
Juan Monaco,0.5661516399081453,60
Tommy Haas,0.5555957334093331,57
Tommy Robredo,0.5529281685073035,75
Tomas Berdych,0.5506225112870645,71
Igor Andreev,0.5503104344276623,63
Lleyton Hewitt,0.5481148226161305,52
Novak Djokovic,0.5448040390733889,87
Ivo Karlovic,0.5446996752879258,66
Paul Henri Mathieu,0.5439958363710307,70
Richard Gasquet,0.5437267753101541,74
James Blake,0.5431588651598587,80
Juan Carlos Ferrero,0.5422206468971994,57
Marcos Baghdatis,0.5421662182402059,70
Fabrice Santoro,0.5417246150325676,43
Dmitry Tursunov,0.5405533762593699,51
Potito Starace,0.5405070263749172,51
Sebastien Grosjean,0.5394421811443255,39
Juan Martin del Potro,0.5349563852933542,53
David Ferrer,0.5344061337663216,84
Michael Llodra,0.533895857447909,31
Mikhail Youzhny,0.5338398216637276,75
Philipp Kohlschreiber,0.532852558117516,60
Ivan Ljubicic,0.5326632679131574,67
Vincent Spadea,0.5321765758501503,52
Marat Safin,0.5306094118520133,43
Guillermo Canas,0.5274345044693866,61
Andy Murray,0.5272383697524788,57
Hyung Taik Lee,0.5266031456685051,48
Fernando Gonzalez,0.5265210596029554,61
Julien Benneteau,0.524895867455496,50
Feliciano Lopez,0.524282198353475,52
Stefan Koubek,0.5236300436259547,50
Alejandro Falla,0.5232956885995016,31
Frank Dancevic,0.5229131757048133,37
Fernando Verdasco,0.5219241844602585,62
Thomas Johansson,0.5216720140036866,51
Benjamin Becker,0.5212116654102866,53
Mardy Fish,0.5210480650345966,47
Nicolas Mahut,0.5197373660415421,42
Gael Monfils,0.5193811332624394,42
Nicolas Almagro,0.5191289110653506,61
Arnaud Clement,0.5190590225989864,50
David Nalbandian,0.5175500178650377,49
Robin Soderling,0.5170137858629139,43
Nicolas Kiefer,0.5164772627414334,31
Carlos Moya,0.5159746076361884,65
Juan Ignacio Chela,0.5153866636578495,65
Stan Wawrinka,0.5135047412930004,45
Florent Serra,0.5122430711033225,40
Jarkko Nieminen,0.5101660581153804,60
Agustin Calleri,0.5096188159790651,49
Andreas Seppi,0.5091282304176986,46
Marc Gicquel,0.5019680209209251,46
Amer Delic,0.5010568256206284,33
Luis Horna,0.5003726690486487,37
Nikolay Davydenko,0.5003162711526427,85
Jurgen Melzer,0.49895807176458773,49
Robby Ginepri,0.49788019069486106,31
Jose Acasuso,0.49762084068470164,41
Gilles Simon,0.4942946218783398,61
Olivier Rochus,0.4934044809673508,46
Nicolas Massu,0.49259737412827953,43
Filippo Volandri,0.49073775605277997,45
Albert Montanes,0.48874092717337086,48
Florian Mayer,0.487032580774104,43
Janko Tipsarevic,0.4840597019960341,41
Diego Hartfield,0.4830267792063033,34
Sam Querrey,0.48259021013337183,41
Jonas Bjorkman,0.47939501564598247,40
Igor Kunitsyn,0.4766391708961269,40
Martin Vassallo Arguello,0.4759116509462541,34
Max Mirnyi,0.47316471776274904,31
Guillermo Garcia Lopez,0.46802224172576423,35
Sergio Roitman,0.4619433395240054,36
Evgeny Korolev,0.4586615292683643,44
Teymuraz Gabashvili,0.4557546129267676,38
Kristof Vliegen,0.4539410283891426,42
Dominik Hrbaty,0.4498230262362695,31
