Player,Ace Rate,num_matches
Ivo Karlovic,0.2614310093359552,46
Sam Querrey,0.16386075374624698,64
John Isner,0.16035220678794287,45
Andy Roddick,0.15966518752708805,64
Ivan Ljubicic,0.14948904209400546,55
Mardy Fish,0.14585031284463634,39
Michael Llodra,0.14250801896543502,33
Jo-Wilfried Tsonga,0.136271361880809,75
Benjamin Becker,0.12950301847308082,33
Gael Monfils,0.12629570754208516,62
Marat Safin,0.1231428195043329,41
Nicolas Almagro,0.121440765718111,54
Feliciano Lopez,0.11988364510222793,41
Robin Soderling,0.11694192512872327,72
Ernests Gulbis,0.11659732732654372,46
Jeremy Chardy,0.11650616372620905,63
Tommy Haas,0.10958449917243188,49
Roger Federer,0.10881901218360752,73
Andy Murray,0.10799243529186046,78
Marcos Baghdatis,0.1059184457495656,40
Juan Martin del Potro,0.10584374528467119,71
Marin Cilic,0.10508412289171182,69
Pablo Cuevas,0.09693766318924082,34
Jurgen Melzer,0.09524653057697903,65
Fernando Gonzalez,0.09506884106022065,55
Viktor Troicki,0.09358496408930927,61
Philipp Petzschner,0.09346174433436898,40
Janko Tipsarevic,0.09251516161914224,55
Richard Gasquet,0.09177704406426475,38
Stan Wawrinka,0.09083189914864732,51
Leonardo Mayer,0.08916473014834891,36
Thomaz Bellucci,0.08851913371054176,39
Dmitry Tursunov,0.08654882677065967,31
Tomas Berdych,0.08635272083964134,62
Radek Stepanek,0.08595066329451836,68
Evgeny Korolev,0.08585328285850223,37
Lleyton Hewitt,0.0841417032047592,54
Sergiy Stakhovsky,0.08072194675363699,30
Fernando Verdasco,0.07994199576121337,77
Gilles Simon,0.07805275944899262,74
James Blake,0.07740193339250778,45
Paul Henri Mathieu,0.07682536666521995,57
Marc Gicquel,0.07662489827638738,46
Denis Istomin,0.07626554400260373,34
Novak Djokovic,0.07346496619652398,97
Jose Acasuso,0.07257716169182826,42
Igor Andreev,0.0714958022698069,60
Julien Benneteau,0.07107224423022235,54
Philipp Kohlschreiber,0.07081464317585266,67
Andreas Beck,0.06845256336650517,44
Victor Hanescu,0.06717605732170363,60
Simon Greul,0.06699611732022613,30
Fabrice Santoro,0.0649462590180242,35
Robby Ginepri,0.0637155040797657,34
Nikolay Davydenko,0.06348574485321837,76
Juan Carlos Ferrero,0.06335274084047153,55
Tommy Robredo,0.06247737429877696,71
Teymuraz Gabashvili,0.06005157519199573,37
Mikhail Youzhny,0.059290279070490885,70
Mischa Zverev,0.058541783968470845,39
Andreas Seppi,0.0584353488402985,55
Simone Bolelli,0.05700213256258122,39
Florent Serra,0.05619476634581764,53
Marcel Granollers,0.05445367379917515,41
Arnaud Clement,0.05011362433801871,34
Rainer Schuettler,0.048269250882146376,46
Guillermo Garcia Lopez,0.04773922013538961,55
Igor Kunitsyn,0.04765961165259032,47
Rafael Nadal,0.047496658936683166,82
Albert Montanes,0.047451433497605215,46
Frederico Gil,0.0471587445864455,36
Oscar Hernandez,0.04715791105436785,42
Yen Hsun Lu,0.045200006163347385,33
David Ferrer,0.04361159951596951,70
Fabio Fognini,0.04317660017877899,46
Jan Hernych,0.04171713907772613,35
Juan Monaco,0.04024480683618752,62
Potito Starace,0.03981571883814404,40
Dudi Sela,0.039746791868978705,40
Martin Vassallo Arguello,0.03866017227061198,41
Christophe Rochus,0.035492962983567175,43
