Player,Second Serve Win %,num_matches
Andy Roddick,0.5855084880106315,64
Roger Federer,0.5836660463880609,73
Rafael Nadal,0.5772481999173641,82
John Isner,0.5742873248035276,45
Philipp Kohlschreiber,0.5620607576315857,67
Robin Soderling,0.5603504286563658,72
Nikolay Davydenko,0.5542922106125869,76
Tommy Robredo,0.5521797698605619,71
Jo-Wilfried Tsonga,0.5512430459541738,75
Ivo Karlovic,0.547882635348698,46
Gilles Simon,0.5470776498181985,74
Juan Martin del Potro,0.5450216988604913,71
Marin Cilic,0.5439882108895792,69
Novak Djokovic,0.5434593072372548,97
Fernando Verdasco,0.5427891426138637,77
Juan Carlos Ferrero,0.5421132265618591,55
Andy Murray,0.5402090865849983,78
Fernando Gonzalez,0.5376517273878969,55
James Blake,0.534734953775395,45
Stan Wawrinka,0.5346406373291529,51
Andreas Beck,0.5342571484478773,44
Sam Querrey,0.533614486423431,64
Michael Llodra,0.5331705199225403,33
Mardy Fish,0.5329891126361326,39
Juan Monaco,0.5329428309805911,62
Lleyton Hewitt,0.5325709970048554,54
Jeremy Chardy,0.530463955438779,63
Leonardo Mayer,0.5300212181936582,36
Tommy Haas,0.52966543608007,49
Mikhail Youzhny,0.5294427852837371,70
David Ferrer,0.5290917288389787,70
Tomas Berdych,0.5271328438467378,62
Janko Tipsarevic,0.5254914619624004,55
Jurgen Melzer,0.5225771428006937,65
Nicolas Almagro,0.5221187467906394,54
Igor Andreev,0.5214979993799506,60
Simone Bolelli,0.5208903485796205,39
Marc Gicquel,0.5192434395871982,46
Marat Safin,0.5186297442816511,41
Pablo Cuevas,0.518004193075372,34
Victor Hanescu,0.5154385277952759,60
Ivan Ljubicic,0.5143732366834808,55
Thomaz Bellucci,0.5141456681139408,39
Igor Kunitsyn,0.5131210823052715,47
Benjamin Becker,0.512894903983451,33
Marcos Baghdatis,0.5119983569077233,40
Dmitry Tursunov,0.5108707345090678,31
Dudi Sela,0.510564305668133,40
Richard Gasquet,0.5102091497785952,38
Simon Greul,0.5095302082198028,30
Frederico Gil,0.5074746917933666,36
Florent Serra,0.5069542872785151,53
Jose Acasuso,0.5051521071183237,42
Radek Stepanek,0.5049263918867908,68
Feliciano Lopez,0.5028723652615593,41
Gael Monfils,0.5018654096431464,62
Albert Montanes,0.5001761467846955,46
Paul Henri Mathieu,0.4996848331541527,57
Evgeny Korolev,0.49939249489389986,37
Mischa Zverev,0.49545967224367643,39
Fabrice Santoro,0.4953832771484596,35
Potito Starace,0.49431567670193405,40
Rainer Schuettler,0.493591374549345,46
Sergiy Stakhovsky,0.4879246121409166,30
Denis Istomin,0.48782687708615413,34
Andreas Seppi,0.4876077475205363,55
Julien Benneteau,0.4868085937001972,54
Martin Vassallo Arguello,0.48394950784389773,41
Guillermo Garcia Lopez,0.48249016343209583,55
Robby Ginepri,0.4811091072511205,34
Jan Hernych,0.4805186683218925,35
Arnaud Clement,0.47878423585501617,34
Marcel Granollers,0.47481858651361997,41
Oscar Hernandez,0.4742152145260879,42
Ernests Gulbis,0.4731964324099153,46
Yen Hsun Lu,0.4628055469721357,33
Philipp Petzschner,0.46138663657150636,40
Fabio Fognini,0.45303153627086495,46
Christophe Rochus,0.45209091169325544,43
Teymuraz Gabashvili,0.45052615924961503,37
Viktor Troicki,0.4451152730725654,61
