Player,First Serve %,num_matches
Fernando Verdasco,0.7253353466713538,58
Potito Starace,0.7144911713409671,30
Tommy Robredo,0.691610308476789,78
Filippo Volandri,0.6912445178828435,61
Juan Carlos Ferrero,0.6881653824984467,51
Rafael Nadal,0.6878861846907168,72
Wesley Moodie,0.684596760247565,32
Nikolay Davydenko,0.6787512364041144,99
Julien Benneteau,0.6719158307174525,46
Hyung Taik Lee,0.6686132924351881,39
Jan Hernych,0.6681049089954691,38
Andy Roddick,0.6680729239832287,70
Luis Horna,0.6586593804430544,41
Robby Ginepri,0.6516668009023759,50
Ivo Karlovic,0.6511478388401732,36
Juan Monaco,0.6401635625946557,41
Christophe Rochus,0.6395126226888432,41
Radek Stepanek,0.6392657949459337,45
Kristof Vliegen,0.6385236835008337,55
Richard Gasquet,0.6370868321429912,56
David Ferrer,0.6359004546084244,67
Fernando Gonzalez,0.6335833860671476,72
Robin Soderling,0.6335237672103622,58
Olivier Rochus,0.6325909312439583,53
Lukas Dlouhy,0.6318566514548807,30
Novak Djokovic,0.6296669772354525,58
Andrei Pavel,0.6291843296221202,37
Roger Federer,0.6284074640918184,97
Mario Ancic,0.6274433935415089,73
Jarkko Nieminen,0.6254569508859771,82
Nicolas Mahut,0.6221347568009924,30
Robin Vik,0.621979181647881,39
Gaston Gaudio,0.6203270149288229,48
Florian Mayer,0.6194537993201458,47
Max Mirnyi,0.6155828208079707,47
Tim Henman,0.6154618052672376,51
Kenneth Carlsen,0.6143223451848148,33
Marat Safin,0.6103498076821914,61
Gilles Muller,0.6100710677135143,33
Tommy Haas,0.6097548818180645,70
Jurgen Melzer,0.6085586506696249,60
David Nalbandian,0.6075351421704845,63
Nicolas Almagro,0.6075005411935307,47
Guillermo Garcia Lopez,0.6053669274755364,35
Ivan Ljubicic,0.60487281299735,81
Juan Ignacio Chela,0.6040184698231136,57
Jonas Bjorkman,0.5989020078595941,32
Paul Goldstein,0.591758951211445,37
Ruben Ramirez Hidalgo,0.5908475682894726,45
Florent Serra,0.5908237363895561,49
Nicolas Massu,0.5895886408660099,65
Mikhail Youzhny,0.5852008660693163,47
Carlos Moya,0.5848358932890063,52
Fabrice Santoro,0.5841917954662929,42
Tomas Berdych,0.5827689092309325,72
Paul Henri Mathieu,0.5826919325687693,51
Xavier Malisse,0.5822139917228485,55
Arnaud Clement,0.582118061166834,49
Alberto Martin,0.5794535621418077,40
Vincent Spadea,0.5766965062576506,45
James Blake,0.5766119687794379,85
Davide Sanguinetti,0.5744939961458615,36
Boris Pashanski,0.5732086360773666,33
Feliciano Lopez,0.5717455513009725,48
Gael Monfils,0.5709431105755088,39
Janko Tipsarevic,0.570545167066271,30
Rainer Schuettler,0.5699411495837501,33
Agustin Calleri,0.5697775100694125,51
Justin Gimelstob,0.5658480986838539,34
Philipp Kohlschreiber,0.5650751472490255,45
Paradorn Srichaphan,0.5573068416734659,63
Dominik Hrbaty,0.5570621561789241,60
Stan Wawrinka,0.5545991798513726,57
Andreas Seppi,0.5545080896659951,50
Lleyton Hewitt,0.5509194941154315,48
Gilles Simon,0.5493185198673343,48
Dmitry Tursunov,0.5482963412928377,77
Sebastien Grosjean,0.5443587389662671,48
Andy Murray,0.5358189471281904,65
Jose Acasuso,0.5299343487196999,54
Marcos Baghdatis,0.5252063185519832,57
Bjorn Phau,0.5191712784125153,42
Mardy Fish,0.518299225224926,41
Daniele Bracciali,0.5181979086569019,42
