Player,First Serve Win %,num_matches
Ivo Karlovic,0.8272709816680751,684
Milos Raonic,0.8220925617744019,535
Richard Krajicek,0.8158884478251136,76
Wayne Arthurs,0.8041637032500062,259
Pete Sampras,0.8005859006115356,151
Andy Roddick,0.798453057829317,827
Joachim Johansson,0.7974704123938853,133
Reilly Opelka,0.7968271425040999,164
Mark Philippoussis,0.7956770395638095,241
Chris Guccione,0.7928885519582961,110
Goran Ivanisevic,0.7915417733803232,118
Sam Querrey,0.7913634744490137,659
John Isner,0.7897792427590259,747
Rohan Bopanna,0.7897149383830943,48
Maxime Cressy,0.7870546689076742,98
Sam Groth,0.7863301528725063,93
Matteo Berrettini,0.783278910638259,251
Roger Federer,0.7813286507832518,1450
Aisam Ul Haq Qureshi,0.7807985890312418,67
Ivan Ljubicic,0.7796416184113477,691
Quentin Halys,0.7789447755974276,73
Greg Rusedski,0.7778246661003578,292
Jo-Wilfried Tsonga,0.7767736163002877,660
Nick Kyrgios,0.7767424358432335,277
Gilles Muller,0.7760691163705953,395
Mardy Fish,0.7754474407209516,526
Jack Draper,0.7742632139103333,93
Jan Michael Gambill,0.7730255322628383,286
Kevin Anderson,0.7728348175444719,561
Tomas Berdych,0.771555813583146,934
Marc Rosset,0.7703058666015179,139
Patrick Rafter,0.7697464767537684,119
Dominic Stricker,0.7697122087672695,39
Marin Cilic,0.769444144147227,854
Stefanos Tsitsipas,0.7693455949895586,464
Gustavo Kuerten,0.7687309681880985,332
Alexander Bublik,0.7680407470242118,275
Ilija Bozoljac,0.7678782102520939,31
Taylor Fritz,0.7675048618293576,406
Denis Shapovalov,0.7666661972917136,326
Hubert Hurkacz,0.7657263321210664,326
Max Mirnyi,0.7642045792075298,441
Daniil Medvedev,0.7639206070938073,449
Thomas Johansson,0.7637251401526476,415
Gregory Carraz,0.7634911975108176,83
Vasek Pospisil,0.7633741954447574,291
Robin Soderling,0.7629399564809725,482
Andrey Rublev,0.7619534779201523,443
Yosuke Watanuki,0.7614029520003567,36
Oscar Otte,0.7604972429787386,85
Feliciano Lopez,0.760437269156534,954
Jan Lennard Struff,0.7603595821076082,383
Felix Auger Aliassime,0.7600732931156697,336
Marius Copil,0.7597537598259816,135
Mario Ancic,0.7593361342542173,343
Ben Shelton,0.759208967255872,82
Martin Verkerk,0.7590770592492728,128
Taylor Dent,0.7590395886828631,287
Todd Martin,0.7587253941806592,146
Marat Safin,0.7558589056541458,586
Thomas Enqvist,0.755674495193094,270
Arthur Rinderknech,0.7555776237587004,126
Tommy Haas,0.7537076833869611,710
Thanasi Kokkinakis,0.753637831838527,143
Nicolas Almagro,0.7533083506073276,657
Ernests Gulbis,0.7528005123538241,471
Agustin Calleri,0.752142475652358,393
Gianluca Pozzi,0.7516350860434952,80
Steve Johnson,0.7512379904373152,352
Cedric Pioline,0.7511917972762173,117
