Player,First Serve %,num_matches
Juan Monaco,0.7192529779050874,40
John Isner,0.7025324512056048,70
Santiago Giraldo,0.6987129540186838,51
Rafael Nadal,0.679528310622714,81
Pablo Andujar,0.669429189466718,40
Simone Bolelli,0.6666303923875314,55
Novak Djokovic,0.6666224365253841,89
Ivo Karlovic,0.6635623186389694,63
Bernard Tomic,0.6611059250738022,68
Jerzy Janowicz,0.656896856555102,48
Jarkko Nieminen,0.6481656062928327,30
Jiri Vesely,0.6476699748139598,54
Fernando Verdasco,0.6459221640078685,50
Roberto Bautista Agut,0.643419422958804,71
Victor Estrella,0.6428559384156526,40
Gael Monfils,0.6419732325872758,52
Roger Federer,0.6415167144642004,74
Leonardo Mayer,0.6383774082950442,51
Philipp Kohlschreiber,0.6357919621160701,56
Denis Istomin,0.6354872563978382,47
Kevin Anderson,0.6346417961626751,70
Richard Gasquet,0.6338957709504428,60
Nick Kyrgios,0.6320308288915489,44
Dusan Lajovic,0.6311281654535665,38
Milos Raonic,0.6298030743875133,49
Viktor Troicki,0.6293850386171064,63
Albert Ramos,0.6293702076413347,39
Tommy Robredo,0.6284133225945069,45
David Ferrer,0.6239865525789788,71
Grigor Dimitrov,0.6226323597094934,55
Jeremy Chardy,0.6201129212118401,54
Jo-Wilfried Tsonga,0.6195784836562546,48
Sergiy Stakhovsky,0.6189811484991447,47
Sam Groth,0.6161878531236192,41
Andy Murray,0.6158797169235624,86
Adrian Mannarino,0.6113319607254633,58
Daniel Gimeno Traver,0.6068880064054704,31
Gilles Muller,0.6062656076006173,57
Benjamin Becker,0.6062570547413906,32
Alexander Zverev,0.6061122610463725,31
Pablo Cuevas,0.6053100170903314,55
Pablo Carreno Busta,0.6036564569657922,39
Robin Haase,0.6010758466136601,36
Steve Johnson,0.6001280385756737,65
Kei Nishikori,0.5957443207994755,72
Sam Querrey,0.5953313022654722,44
Marcel Granollers,0.5928453591332231,35
Borna Coric,0.5923634263445288,54
Mikhail Youzhny,0.5922182638368801,33
Thanasi Kokkinakis,0.5921378560355108,32
Joao Sousa,0.5921366127981634,69
Federico Delbonis,0.591205336189929,37
Marin Cilic,0.5878308577159986,54
Alexandr Dolgopolov,0.5864812034479707,52
Thomaz Bellucci,0.5851603914759614,60
Fabio Fognini,0.584358566877623,58
Gilles Simon,0.5834346389792789,67
Ernests Gulbis,0.5822901533592598,35
Vasek Pospisil,0.5822274215391797,48
Mikhail Kukushkin,0.5818977090715168,43
Diego Schwartzman,0.5805151518066342,33
Yen Hsun Lu,0.5776704418867137,41
Jack Sock,0.5771029344300022,53
Ricardas Berankis,0.5750520842561965,34
Martin Klizan,0.5748650466395789,57
Feliciano Lopez,0.5725870147019553,58
Lukas Rosol,0.5691638394163641,50
Teymuraz Gabashvili,0.5674689067175938,39
Tomas Berdych,0.5662045218410581,79
Nicolas Almagro,0.5655290146612723,38
Dominic Thiem,0.5655202709484928,64
Stan Wawrinka,0.5631107917341186,74
Andreas Seppi,0.560640394689558,52
David Goffin,0.5604528718203055,64
Donald Young,0.5535858363966408,45
Andreas Haider Maurer,0.5506129070651357,48
Guillermo Garcia Lopez,0.5489926274629476,57
Marcos Baghdatis,0.5454194221742573,45
Aljaz Bedene,0.540095203273484,34
Malek Jaziri,0.528776102499182,32
Benoit Paire,0.5235750268566113,42
