Player,Break Point Save %,num_matches
Kenneth Carlsen,0.7793452490714153,33
Wayne Arthurs,0.75088048807561,49
Pete Sampras,0.7376409908958386,44
Andy Roddick,0.7199001291106554,78
Roger Federer,0.7184143457952982,81
Greg Rusedski,0.7042040615211347,51
Andre Agassi,0.6893519600966409,66
Ivan Ljubicic,0.6875511505107093,58
Max Mirnyi,0.6819890411133727,54
Todd Martin,0.6810775732204304,40
Albert Montanes,0.6783818193300952,41
Fernando Gonzalez,0.6747202384225978,62
Marcelo Rios,0.673563722303218,53
Carlos Moya,0.6705939783320736,80
Gustavo Kuerten,0.6685763161569613,39
Lleyton Hewitt,0.6610947518467118,78
Feliciano Lopez,0.6596846671846671,34
James Blake,0.6569824718186694,61
Marat Safin,0.6567290055226636,82
Tommy Haas,0.65569604007104,67
Kristian Pless,0.651609924859333,37
Nicolas Massu,0.6501800221836986,48
Tim Henman,0.6494252358486808,70
Jonas Bjorkman,0.6471940492225959,44
Juan Carlos Ferrero,0.6460889916535077,73
Paradorn Srichaphan,0.6439741771638323,75
Yevgeny Kafelnikov,0.6395612468339741,68
Jan Michael Gambill,0.639308880395315,54
Andrei Pavel,0.6390933205489536,70
Younes El Aynaoui,0.638523673070034,71
Jiri Novak,0.6360940938146821,80
Antony Dupuis,0.6350386562671045,37
Wayne Ferreira,0.6333135376968754,42
Albert Portas,0.630734739117092,32
Alex Corretja,0.6307344387638505,58
Arnaud Clement,0.6307046252358752,59
Sebastien Grosjean,0.6292602459269127,65
Jose Acasuso,0.6269170115598687,42
Fernando Meligeni,0.6247150997150996,44
Bohdan Ulihrach,0.624496336996337,52
Gaston Gaudio,0.6241465450649124,61
Nicolas Escude,0.6237169654186461,48
Radek Stepanek,0.6230616605616606,31
Vincent Spadea,0.6226590539090539,30
Guillermo Canas,0.6211286141841698,68
Fernando Vicente,0.620786186070917,51
David Sanchez,0.6203105651635064,42
Mikhail Youzhny,0.6137474215599216,55
Paul Henri Mathieu,0.6135961260961261,39
Magnus Norman,0.6132402319902319,31
David Nalbandian,0.6129095048621193,60
Thomas Enqvist,0.6120670587582352,46
Felix Mantilla,0.6112282041629867,51
Attila Savolt,0.609905805999556,37
Juan Ignacio Chela,0.6075765438265439,76
Sjeng Schalken,0.6052691079963808,66
Xavier Malisse,0.60390728496971,55
Julien Boutter,0.6017637767637768,41
Rainer Schuettler,0.5999925513083407,71
Davide Sanguinetti,0.5967426579268684,46
Nicolas Kiefer,0.592225511028032,49
Franco Squillari,0.5893750514718257,38
Dominik Hrbaty,0.5878727753727754,52
Irakli Labadze,0.5873034156659888,30
Taylor Dent,0.5871472277722277,37
Albert Costa,0.5810752385442788,57
Agustin Calleri,0.5807846943716509,48
Guillermo Coria,0.5766529759370317,38
Michel Kratochvil,0.576500162424275,51
Fabrice Santoro,0.576326629185466,53
Lars Burgsmuller,0.5757679178897667,36
Thomas Johansson,0.5725739538239538,53
Jan Vacek,0.5707782913902458,35
Hicham Arazi,0.5706327722456755,38
Andre Sa,0.5704243672993673,46
Tommy Robredo,0.5653550851664059,59
Stefan Koubek,0.5629574559807118,52
Mariano Zabaleta,0.5606847560651909,48
Francisco Clavet,0.5596447180270709,33
Markus Hipfl,0.5539323604049771,30
Andrea Gaudenzi,0.5508257755316579,37
Jarkko Nieminen,0.5495465347009969,54
Karol Kucera,0.5493840484911914,35
Alberto Martin,0.5477550894312908,48
Adrian Voinea,0.5473294005902701,40
Nicolas Lapentti,0.5445756540821192,61
Sargis Sargsian,0.5422756256089589,32
Olivier Rochus,0.54185856354974,42
Nikolay Davydenko,0.5354309753479469,36
Christophe Rochus,0.520013875013875,31
Ramon Delgado,0.49617797876726444,31
