Player,Second Serve Win %,num_matches
Novak Djokovic,0.6138991736942622,89
Roger Federer,0.5910900103640085,74
John Isner,0.5860487302055367,70
Milos Raonic,0.5834063084906161,49
Philipp Kohlschreiber,0.5751356548831918,56
Ivo Karlovic,0.5703405510307886,63
Roberto Bautista Agut,0.5641506335338321,71
Simone Bolelli,0.5624566001344966,55
Stan Wawrinka,0.5618259424686707,74
Dominic Thiem,0.5618135950714269,64
Richard Gasquet,0.5584508561504077,60
Tomas Berdych,0.5548269398795685,79
Rafael Nadal,0.5541234381908255,81
Ricardas Berankis,0.5471081762699013,34
Kei Nishikori,0.545029473703363,72
Sam Querrey,0.5437037131508974,44
Steve Johnson,0.5433840014955401,65
Kevin Anderson,0.5429260001195593,70
Leonardo Mayer,0.542378342861635,51
David Ferrer,0.5423259114805432,71
Jo-Wilfried Tsonga,0.5414031978645629,48
Albert Ramos,0.5375935219402324,39
Mikhail Kukushkin,0.5367970047967482,43
Feliciano Lopez,0.5364690509233354,58
Vasek Pospisil,0.5364567533398719,48
Andy Murray,0.5353274927775226,86
Dusan Lajovic,0.53472451272443,38
Gael Monfils,0.5337632570235664,52
Nick Kyrgios,0.5314553045943414,44
Jack Sock,0.5301874584914547,53
Grigor Dimitrov,0.5300107782907263,55
Adrian Mannarino,0.529966039621955,58
Alexandr Dolgopolov,0.52907445984837,52
Jeremy Chardy,0.528556052823623,54
Thomaz Bellucci,0.5269439865502783,60
Gilles Simon,0.5256591911373909,67
Pablo Cuevas,0.5247441769730508,55
Pablo Andujar,0.5247046676232853,40
Fernando Verdasco,0.5227834754366614,50
Jiri Vesely,0.5209547604282485,54
Marin Cilic,0.5199536114487144,54
Joao Sousa,0.5191176535006731,69
Nicolas Almagro,0.517860107691992,38
Denis Istomin,0.5176133278148302,47
Pablo Carreno Busta,0.5171310174750147,39
Teymuraz Gabashvili,0.5169819024718951,39
Juan Monaco,0.5168552212648406,40
Yen Hsun Lu,0.5145058046558715,41
David Goffin,0.5140168623429175,64
Sam Groth,0.5139998467385505,41
Tommy Robredo,0.5133809056536482,45
Marcos Baghdatis,0.5110488602550087,45
Sergiy Stakhovsky,0.5106066249719718,47
Diego Schwartzman,0.5091342408536916,33
Bernard Tomic,0.5089501164075475,68
Gilles Muller,0.5081605704406217,57
Guillermo Garcia Lopez,0.5046778344433253,57
Victor Estrella,0.5040963689319566,40
Robin Haase,0.5039415749226601,36
Donald Young,0.5028770655681942,45
Andreas Seppi,0.502150874055408,52
Mikhail Youzhny,0.5016845463292163,33
Viktor Troicki,0.4976530753489489,63
Federico Delbonis,0.4965658337427883,37
Lukas Rosol,0.4957176037705939,50
Malek Jaziri,0.4956474079334922,32
Borna Coric,0.4947512938975846,54
Fabio Fognini,0.49331444839911887,58
Daniel Gimeno Traver,0.49102102190798386,31
Thanasi Kokkinakis,0.4903257163580105,32
Aljaz Bedene,0.4881420073696302,34
Benoit Paire,0.48601045741763377,42
Santiago Giraldo,0.4857943484604121,51
Benjamin Becker,0.4848907724124786,32
Martin Klizan,0.48394366098969216,57
Jerzy Janowicz,0.48189822200723964,48
Alexander Zverev,0.48159139436998477,31
Andreas Haider Maurer,0.4799871587545518,48
Jarkko Nieminen,0.47025804106153746,30
Marcel Granollers,0.46752838967551286,35
Ernests Gulbis,0.4545296198331059,35
