Player,Second Serve Win %,num_matches
Novak Djokovic,0.5713564395102647,75
Milos Raonic,0.5693519341691122,71
Stan Wawrinka,0.5687923561829006,64
Ivo Karlovic,0.5590048688837649,56
John Isner,0.5570206309153752,54
Nick Kyrgios,0.5538394761349066,55
Jiri Vesely,0.5533753222641227,44
Juan Monaco,0.5522416157511246,32
Kei Nishikori,0.549414924035965,80
Dusan Lajovic,0.5492122843791881,42
Jack Sock,0.5490091383137914,58
Pablo Cuevas,0.5487903438446043,57
Andy Murray,0.5480610015309355,89
Marin Cilic,0.546712864819231,73
Dominic Thiem,0.5422838403173101,84
Guido Pella,0.5420017664788772,39
Roberto Bautista Agut,0.5417026084763003,74
Gael Monfils,0.5391861387925697,62
Steve Johnson,0.5381412777187747,58
Richard Gasquet,0.5373312943741015,53
Juan Martin del Potro,0.5371286906609994,44
Rafael Nadal,0.5367878952879254,55
Marcos Baghdatis,0.5361171175511111,49
David Ferrer,0.5350208295179721,59
Kevin Anderson,0.5343449758810456,38
Federico Delbonis,0.5338689003861602,51
John Millman,0.5337382996265223,40
Gilles Muller,0.5332212733809052,59
Jo-Wilfried Tsonga,0.5264730985102403,54
Andrey Kuznetsov,0.52635389688134,51
Grigor Dimitrov,0.5257340948422966,66
Borna Coric,0.5250376540372869,47
Philipp Kohlschreiber,0.5238029692819011,55
Sam Querrey,0.5233142538758502,51
Thomaz Bellucci,0.5213864835822276,43
Gilles Simon,0.5213265897467979,59
Mikhail Youzhny,0.5205600524597743,37
Nicolas Almagro,0.519329049242076,44
Marcel Granollers,0.5185972489192744,47
Pablo Carreno Busta,0.5179793696040044,67
Feliciano Lopez,0.5172305606360009,55
Andreas Seppi,0.5144462316041337,45
David Goffin,0.5142903815978129,74
Alexander Zverev,0.514082294400553,68
Alexandr Dolgopolov,0.5140324360871983,35
Fernando Verdasco,0.513968005149773,55
Lukas Rosol,0.512526567109762,40
Albert Ramos,0.5122718729245562,65
Kyle Edmund,0.5113613064166551,42
Damir Dzumhur,0.5109244058319,45
Donald Young,0.5099299177801621,39
Fabio Fognini,0.5093202103921656,49
Lucas Pouille,0.507604697127607,57
Nicolas Mahut,0.5050475623846346,43
Rajeev Ram,0.5048633620511491,31
Diego Schwartzman,0.5031724701698975,34
Tomas Berdych,0.5017543713833365,60
Jan Lennard Struff,0.5008174754814813,31
Malek Jaziri,0.5002003089477381,39
Jeremy Chardy,0.49774429161379735,38
Vasek Pospisil,0.49675207368962826,33
Aljaz Bedene,0.49643797267952566,31
Viktor Troicki,0.496275157189094,63
Paul Henri Mathieu,0.4951052173380079,38
Guillermo Garcia Lopez,0.49347520910687603,53
Bernard Tomic,0.4927813743735245,54
Denis Istomin,0.4923147356050515,30
Robin Haase,0.490110765256625,36
Paolo Lorenzi,0.4845078850605674,51
Adrian Mannarino,0.4841982270214253,54
Taylor Fritz,0.4836820999988609,37
Mikhail Kukushkin,0.4826527729008846,35
Joao Sousa,0.477575319420715,60
Inigo Cervantes Huegun,0.4684889683866096,36
Stephane Robert,0.4639985951840778,32
Illya Marchenko,0.46327852390179325,37
Benoit Paire,0.4619140498957405,55
Teymuraz Gabashvili,0.4617953366662108,35
