Player,First Serve Win %,num_matches
Milos Raonic,0.8274333121062749,67
Gilles Muller,0.8110360638838481,43
Sam Querrey,0.8054701185870046,62
Ivo Karlovic,0.7949945742731132,33
Roger Federer,0.7880805972147311,87
John Isner,0.7851066294576904,66
Tomas Berdych,0.7841780697828693,84
Mardy Fish,0.7794426548763727,33
Nicolas Almagro,0.7711378802776994,83
Feliciano Lopez,0.7651162566104087,53
Jo-Wilfried Tsonga,0.7641438731569462,82
Rafael Nadal,0.7612101499863427,49
Novak Djokovic,0.7594463157611262,87
Tommy Haas,0.7570062042933254,48
Juan Martin del Potro,0.7565930178066068,82
Alexandr Dolgopolov,0.7561045711164557,59
Janko Tipsarevic,0.7559487461704976,85
Ernests Gulbis,0.75550160319062,35
Andy Murray,0.7541525047833466,76
Kevin Anderson,0.7507334923755608,57
Philipp Kohlschreiber,0.7482766013284958,67
Paul Henri Mathieu,0.747959318639063,31
Lukas Rosol,0.7438879325647996,37
Andy Roddick,0.7426808557651136,39
Jeremy Chardy,0.7409745587674201,44
David Ferrer,0.738934408604358,91
Marcos Baghdatis,0.7365737220355956,60
Xavier Malisse,0.7341177778704248,45
Richard Gasquet,0.7334676644418221,64
Stan Wawrinka,0.7328201332672536,55
Benoit Paire,0.7283137367418188,52
Robin Haase,0.7261275422260114,47
Grigor Dimitrov,0.7239129257158421,43
Marin Cilic,0.7235028609944507,58
Nicolas Mahut,0.7230554332134602,34
Edouard Roger-Vasselin,0.7170276112441769,33
Ryan Harrison,0.7164798322188624,47
Mikhail Youzhny,0.7164540538613852,55
Ivan Dodig,0.7146294673656667,42
Radek Stepanek,0.7138319147993364,50
Sergiy Stakhovsky,0.7135618257578782,44
Lleyton Hewitt,0.7125074630132302,30
Florian Mayer,0.7122795687058584,50
Denis Istomin,0.7116369928450242,63
Julien Benneteau,0.7098891445714197,50
Andreas Seppi,0.7096184044377067,65
Martin Klizan,0.7081430586681221,34
Viktor Troicki,0.7072863742101929,55
Thomaz Bellucci,0.7065697994370049,50
Gilles Simon,0.705156556797941,69
David Nalbandian,0.7017247733114096,38
Kei Nishikori,0.6997672562865631,56
Yen Hsun Lu,0.6995507322449954,30
Fernando Verdasco,0.6984046209885458,54
Steve Darcis,0.6969718792518171,40
Lukasz Kubot,0.693883137749332,50
David Goffin,0.6933408827029164,31
Jurgen Melzer,0.6894142867615579,45
Matthew Ebden,0.6885931545656472,40
Lukas Lacko,0.684833943393285,34
Dudi Sela,0.6799502167951715,31
Guillermo Garcia Lopez,0.6792837358962165,45
Marcel Granollers,0.6781826411858978,46
Bernard Tomic,0.6759622145767105,53
Jarkko Nieminen,0.6745961697608389,53
Santiago Giraldo,0.6736096987455872,42
Juan Monaco,0.6728999947341214,59
Olivier Rochus,0.6705578512970449,33
Albert Ramos,0.6673113467899652,56
Go Soeda,0.6655564264664353,34
Marinko Matosevic,0.664833743106028,36
Nikolay Davydenko,0.6565093589803718,49
Carlos Berlocq,0.6564501864623485,56
Alejandro Falla,0.6476242321178187,39
Alex Bogomolov Jr,0.6451505177432456,46
Fabio Fognini,0.6347500101368725,46
Pablo Andujar,0.6327520380255424,48
Flavio Cipolla,0.6187459690563334,40
Filippo Volandri,0.6153454504079662,32
