Player,Second Serve Win %,num_matches
Andy Roddick,0.5874157602160949,91
Roger Federer,0.5813603474494191,96
Guillermo Coria,0.579821872086168,78
Sjeng Schalken,0.5672141979063426,66
Andre Agassi,0.5661853338576532,57
Juan Carlos Ferrero,0.5537439574806295,88
Robby Ginepri,0.553627211977341,50
Sebastien Grosjean,0.5515761949685237,57
Lleyton Hewitt,0.545103504435283,47
Carlos Moya,0.5406183686495449,80
Max Mirnyi,0.5374170495073881,69
Rainer Schuettler,0.536994929049885,102
Wayne Arthurs,0.5348834196983229,38
Ivan Ljubicic,0.5324334942043167,54
Paradorn Srichaphan,0.5306658844123829,79
Nikolay Davydenko,0.52995079070448,63
Antony Dupuis,0.5294121626628931,39
David Nalbandian,0.526336117030391,63
Brian Vahaly,0.5255648072329998,35
Xavier Malisse,0.5255158323964814,39
Gustavo Kuerten,0.5253874723981066,63
Feliciano Lopez,0.5241315125508712,65
Hicham Arazi,0.5240244290886391,45
Jarkko Nieminen,0.522895143958549,70
Taylor Dent,0.5209135955052073,41
Mariano Zabaleta,0.5208968803557558,59
Mardy Fish,0.520127041722903,64
Dominik Hrbaty,0.51971122694261,52
Jiri Novak,0.5195749509674054,74
Wayne Ferreira,0.519518196221228,45
Tim Henman,0.5184484809069673,48
Sargis Sargsian,0.5177012005200847,54
Albert Costa,0.51622724435919,44
Vincent Spadea,0.5162093597031686,59
Arnaud Clement,0.516031142048255,51
Flavio Saretta,0.5148151315989183,46
Jonas Bjorkman,0.5139322541099499,53
Fernando Gonzalez,0.5132351690145389,62
Gaston Gaudio,0.5127320307693356,66
James Blake,0.5116873140915534,58
Raemon Sluiter,0.5112814773097968,45
Hyung Taik Lee,0.5108861823716639,41
Stefan Koubek,0.5104015455978654,47
Felix Mantilla,0.5103162915830578,49
Mario Ancic,0.5097424384556136,36
Tommy Robredo,0.5096120195619184,64
Mark Philippoussis,0.5085851702510094,58
Younes El Aynaoui,0.50761591167181,68
Jose Acasuso,0.5075903493755116,30
Martin Verkerk,0.5074985826580041,50
Nicolas Massu,0.5074200288304024,56
Christophe Rochus,0.5071795459840828,33
Alex Corretja,0.5049262794463638,37
Yevgeny Kafelnikov,0.5023739064139142,55
Radek Stepanek,0.5017686440911832,52
Kenneth Carlsen,0.5016763104620646,41
Nicolas Lapentti,0.5014858439284111,48
Olivier Rochus,0.5012230906261912,54
Nicolas Kiefer,0.49921424052531166,36
Fabrice Santoro,0.4965717552674077,40
Lars Burgsmuller,0.4918396050947643,42
Luis Horna,0.49100255530273135,39
Olivier Mutis,0.49094373925965396,34
Franco Squillari,0.49067241330845096,35
Thomas Enqvist,0.48974582857372734,40
Agustin Calleri,0.4884027700764843,57
Michel Kratochvil,0.4883976232872423,35
Alberto Martin,0.48793688252215545,45
Paul Henri Mathieu,0.48728954563337024,39
Karol Kucera,0.4865026249224651,43
Filippo Volandri,0.4857076031297993,37
Mikhail Youzhny,0.4850076331265328,56
Jean Rene Lisnard,0.48306615091797495,35
Davide Sanguinetti,0.483049011709924,41
Fernando Vicente,0.4808099931062941,49
Jan Michael Gambill,0.4793987091867162,47
Juan Ignacio Chela,0.47876338126128803,63
David Ferrer,0.4673750257384349,47
David Sanchez,0.46385950132720244,50
Vladimir Voltchkov,0.448603187938422,30
Karol Beck,0.4441972876923506,34
Albert Portas,0.44193550906105544,30
Jurgen Melzer,0.44134941100393593,34
