Player,Break Point Save %,num_matches
Roger Federer,0.7621624059124059,97
Ivo Karlovic,0.7536412512218964,36
Andy Roddick,0.7473721340388008,70
Rafael Nadal,0.7030357165603067,72
Ivan Ljubicic,0.7015358715358715,81
Mardy Fish,0.7008837521022395,41
Robin Soderling,0.700034196127946,58
Nicolas Almagro,0.6968645286397387,47
Luis Horna,0.6929522497704316,41
Fernando Gonzalez,0.6924835969428,72
Radek Stepanek,0.6922671626618996,45
Richard Gasquet,0.6878018278018279,56
Kristof Vliegen,0.680609638588362,55
Mario Ancic,0.677237954353339,73
Xavier Malisse,0.6764254657871679,55
Carlos Moya,0.6747458832017655,52
Tim Henman,0.6728709123373966,51
Daniele Bracciali,0.6710846792096792,42
Gilles Muller,0.6640035252104217,33
Jose Acasuso,0.6635751552963984,54
Marat Safin,0.6634615950942481,61
Max Mirnyi,0.6632090862354021,47
Tommy Haas,0.6587495837495838,70
Justin Gimelstob,0.6580045928730139,34
David Nalbandian,0.6545318243847655,63
Nicolas Mahut,0.6512973137973137,30
Novak Djokovic,0.6493240518698185,58
Philipp Kohlschreiber,0.6455408907331984,45
Agustin Calleri,0.6442124342637822,51
Tomas Berdych,0.6430796881689739,72
James Blake,0.6426804538911711,85
Jarkko Nieminen,0.6414718969418217,82
Olivier Rochus,0.6407229607719803,53
Fernando Verdasco,0.6397709706561381,58
Wesley Moodie,0.6391827189904113,32
Tommy Robredo,0.6390190928234407,78
Juan Ignacio Chela,0.634792094697755,57
Jurgen Melzer,0.6332885021009327,60
Paradorn Srichaphan,0.6324929121804121,63
Fabrice Santoro,0.6277864047716989,42
Nikolay Davydenko,0.6247788137788137,99
Vincent Spadea,0.623588598901099,45
Stan Wawrinka,0.6174184927138741,57
Nicolas Massu,0.6149594087697952,65
Sebastien Grosjean,0.6137780736906445,48
Arnaud Clement,0.6137313935716191,49
Mikhail Youzhny,0.6121864003442951,47
Ruben Ramirez Hidalgo,0.6117382617382617,45
Kenneth Carlsen,0.6092364976293547,33
Julien Benneteau,0.6077339327339327,46
Dmitry Tursunov,0.6075074448323747,77
Feliciano Lopez,0.6071285202920784,48
Dominik Hrbaty,0.6030105690294766,60
Hyung Taik Lee,0.6012113334693979,39
Marcos Baghdatis,0.6002500730932103,57
Paul Henri Mathieu,0.598582691255105,51
Lleyton Hewitt,0.5981679835128111,48
Paul Goldstein,0.5973011908726195,37
Juan Carlos Ferrero,0.5963758918144884,51
Gaston Gaudio,0.5923482067427307,48
Robby Ginepri,0.5881266881266881,50
Florent Serra,0.5870505275407236,49
Boris Pashanski,0.587010205163988,33
Potito Starace,0.5858761608761609,30
Juan Monaco,0.5802537917922533,41
Gael Monfils,0.5751925770308124,39
Guillermo Garcia Lopez,0.5729955576212261,35
Andrei Pavel,0.5729454342831952,37
Bjorn Phau,0.572211500230076,42
Andy Murray,0.572112337139511,65
Davide Sanguinetti,0.5715553237612061,36
Andreas Seppi,0.5712316078982745,50
Jan Hernych,0.5682822487969547,38
Gilles Simon,0.5678239952484585,48
Lukas Dlouhy,0.5662879969983513,30
David Ferrer,0.5660660196677145,67
Alberto Martin,0.5580126508338583,40
Janko Tipsarevic,0.5565915254990885,30
Florian Mayer,0.5556005702387281,47
Filippo Volandri,0.5506762150379172,61
Robin Vik,0.5353549027462071,39
Jonas Bjorkman,0.5324987769432213,32
Rainer Schuettler,0.5225655003432781,33
Christophe Rochus,0.46485238408315327,41
