Player,Second Serve Win %,num_matches
Rafael Nadal,0.600710431122889,81
Andy Roddick,0.5924508039586878,66
Juan Carlos Ferrero,0.5909560380919079,47
Roger Federer,0.571035653893421,79
Tomas Berdych,0.5669940558543787,71
David Ferrer,0.5654574579446973,84
John Isner,0.5539253436825056,62
Stan Wawrinka,0.5470010954679909,55
Jurgen Melzer,0.5467985494324038,78
Richard Gasquet,0.5465798383370823,62
Mardy Fish,0.5458549497351152,55
Tommy Robredo,0.5452809336198529,43
Potito Starace,0.5415141687757327,51
Janko Tipsarevic,0.5406606719629502,48
Novak Djokovic,0.5397518177047856,81
Denis Istomin,0.5392833037366793,61
Marin Cilic,0.5354176532429902,62
Nicolas Almagro,0.5351868482137341,70
Thiemo De Bakker,0.5345912943481602,52
Andy Murray,0.5337512373785258,64
Juan Ignacio Chela,0.5318505124308477,52
Florian Mayer,0.5312878851202242,42
Gilles Simon,0.5296737441831383,42
Guillermo Garcia Lopez,0.5285203270245866,54
Andreas Seppi,0.5276989249534756,52
Alexandr Dolgopolov,0.5273737129460208,44
Rainer Schuettler,0.5271765303206686,30
Philipp Kohlschreiber,0.5264035201832098,63
Robin Soderling,0.5263509930884515,79
James Blake,0.5239025669422114,32
Mikhail Youzhny,0.5234777735954843,63
Daniel Gimeno Traver,0.5223652513913203,43
Albert Montanes,0.5214331547150131,62
Marcos Baghdatis,0.5207932491755346,70
Juan Monaco,0.5193177706200047,50
Jo-Wilfried Tsonga,0.518805233363754,47
Radek Stepanek,0.5184325674185609,35
Santiago Giraldo,0.5181667774373889,44
Jarkko Nieminen,0.5179803288731875,58
Yen Hsun Lu,0.5173922912790416,35
Gael Monfils,0.5172175026701713,66
Nikolay Davydenko,0.5171730457473812,50
Lleyton Hewitt,0.5169989475870389,34
Florent Serra,0.5147327561263236,46
Michael Llodra,0.5145287537239717,51
Olivier Rochus,0.51354590996583,39
Leonardo Mayer,0.512655151044723,34
Benjamin Becker,0.5104173236729302,61
Kevin Anderson,0.5098170081052459,32
Ernests Gulbis,0.5093161453652453,51
Victor Hanescu,0.5088316216905522,50
Feliciano Lopez,0.5077923537884128,51
Andrey Golubev,0.5077843295314636,45
Igor Andreev,0.507689224478692,36
Marco Chiudinelli,0.507519150364782,43
Sam Querrey,0.5051891432907115,63
Viktor Troicki,0.5046357389123838,69
Lukas Lacko,0.5039851678714292,41
Eduardo Schwank,0.5039667447050427,38
David Nalbandian,0.5037736729890729,39
Dudi Sela,0.5036843502774359,36
Thomaz Bellucci,0.5018093257416414,60
Peter Luczak,0.5009648430082575,36
Philipp Petzschner,0.49901703904686046,40
Paul Henri Mathieu,0.4982599605868522,32
Jeremy Chardy,0.4956195457120805,55
Jan Hajek,0.4948886555141708,34
Fernando Verdasco,0.49439245606655535,65
Arnaud Clement,0.49400460229339654,40
Xavier Malisse,0.4933724930077203,45
Ivan Ljubicic,0.4933537206441443,46
Michael Russell,0.4904282608792413,34
Marcel Granollers,0.4878725594700981,43
Horacio Zeballos,0.48764828420640194,44
Pablo Cuevas,0.486997926436007,43
Michael Berrer,0.48354718589872275,48
Alejandro Falla,0.4822647950170678,34
Julien Benneteau,0.4794116542330352,45
Illya Marchenko,0.4786433221891639,40
Simon Greul,0.4736266579344557,38
Taylor Dent,0.46911012255112,31
Mischa Zverev,0.4680455012761027,32
Sergiy Stakhovsky,0.46513476718039226,52
Evgeny Korolev,0.4618498003735931,32
Lukasz Kubot,0.4552344239304434,41
Fabio Fognini,0.4359750201240632,42
