Player,First Serve %,num_matches
Sebastian Baez,0.7205482995846244,56
Alexander Zverev,0.7131466371145635,40
John Isner,0.6873074294981376,41
Lorenzo Sonego,0.6848114904969562,55
Mikael Ymer,0.6821715167143088,42
Diego Schwartzman,0.6771408371817851,57
Nick Kyrgios,0.676028392157819,52
Dusan Lajovic,0.6721774899052283,34
Alejandro Davidovich Fokina,0.6702058763175903,47
Emil Ruusuvuori,0.669446079833114,64
Yoshihito Nishioka,0.6689660505795286,36
Pablo Carreno Busta,0.6660162333246583,62
Federico Coria,0.66405187113517,33
Thiago Monteiro,0.6612479817745411,36
Federico Delbonis,0.6612156014914234,32
Carlos Alcaraz,0.6603257888301542,70
Roberto Bautista Agut,0.6596806585011132,61
Arthur Rinderknech,0.6591321857928343,42
Novak Djokovic,0.6580793860480932,50
Jenson Brooksby,0.6557589499345784,47
Jiri Lehecka,0.6542100100648663,32
Brandon Nakashima,0.6538088835539411,58
Cameron Norrie,0.6536675405064896,76
Alex Molcan,0.6534611577546078,46
Rafael Nadal,0.6520742575863915,49
Pedro Martinez,0.6513082874313447,45
Mackenzie Mcdonald,0.6512304755077888,54
Lorenzo Musetti,0.6504490316636548,63
Casper Ruud,0.6501093455691516,73
Felix Auger Aliassime,0.6498410593429605,87
Holger Rune,0.6495182261276211,64
Reilly Opelka,0.648840163695048,36
Albert Ramos,0.6486902320603364,52
Daniil Medvedev,0.6455517906487073,64
Hubert Hurkacz,0.6437843546621067,62
Matteo Berrettini,0.6419479917816522,44
Karen Khachanov,0.641553883093948,62
Alejandro Tabilo,0.6405707437152641,33
Filip Krajinovic,0.6378438165490294,36
Thanasi Kokkinakis,0.6357677947731714,34
Ugo Humbert,0.635072013087381,30
Ilya Ivashka,0.6342290626001242,43
Botic Van De Zandschulp,0.6335329968280441,67
Dominic Thiem,0.6332042259701987,34
Stefanos Tsitsipas,0.6323134598945818,85
Tallon Griekspoor,0.6319665222707156,43
Sebastian Korda,0.6318435496480886,56
Grigor Dimitrov,0.6305747110960064,48
Jaume Munar,0.6290967786617887,43
Miomir Kecmanovic,0.6284023641126527,64
Denis Shapovalov,0.6238579307347325,60
Andrey Rublev,0.6237879272599127,71
Joao Sousa,0.6227096971105821,35
Cristian Garin,0.6217174319407668,41
Francisco Cerundolo,0.6214753729383776,45
Tommy Paul,0.6189979678599913,66
Taro Daniel,0.6189954035114534,32
Borna Coric,0.6184933765921181,33
Daniel Evans,0.6173415491334237,58
Taylor Fritz,0.6167100890691103,68
Maxime Cressy,0.6154589992692803,53
Kamil Majchrzak,0.6142522929474606,31
Laslo Djere,0.6136868078566279,46
Marton Fucsovics,0.6126450423444343,35
Adrian Mannarino,0.6082302360760834,54
Benjamin Bonzi,0.6075187153884812,47
Marcos Giron,0.6022788450225739,46
Alexander Bublik,0.59952743125614,60
Marin Cilic,0.598679572030505,54
Andy Murray,0.5984517411452884,46
Soon Woo Kwon,0.5965406169775725,44
Alex De Minaur,0.595480054611185,72
Fabio Fognini,0.5933372899555808,43
Jack Draper,0.592352150903955,33
Aslan Karatsev,0.5905485022822881,46
Jannik Sinner,0.5846307490407553,64
Richard Gasquet,0.5826414134808682,45
Frances Tiafoe,0.5799885005635452,60
David Goffin,0.574671575448902,53
Oscar Otte,0.5658131090210028,46
Steve Johnson,0.5652588436031747,34
Nikoloz Basilashvili,0.5626156776482656,44
