Player,Break Point Save %,num_matches
Christopher Rungkat,0.8888888888888888,32
Joachim Johansson,0.7501125858268716,133
John Isner,0.7455766530506815,747
Ivo Karlovic,0.7430656687778495,684
Andy Roddick,0.7386505574685526,827
Milos Raonic,0.738293059784871,535
Reilly Opelka,0.7363912211813066,164
Roger Federer,0.7265424951677443,1450
Pete Sampras,0.7214913613052283,151
Matteo Berrettini,0.7140592522945464,251
Wayne Arthurs,0.710651546823237,259
Takao Suzuki,0.7001397799624443,63
Jo-Wilfried Tsonga,0.6997424304601642,660
Nick Kyrgios,0.6986967845262776,277
Greg Rusedski,0.6986237706102568,292
Jannik Sinner,0.6976288428640616,303
Izak Van Der Merwe,0.694971694971695,32
Maxime Cressy,0.6934701756576757,98
Rafael Nadal,0.6900677004000444,1236
Chris Guccione,0.6896541367129603,110
Stefanos Tsitsipas,0.6889880131682851,464
Patrick Rafter,0.6875814798228591,119
Jack Draper,0.6873737927652707,93
Andre Agassi,0.6873689989028274,358
Hubert Hurkacz,0.6864701150451412,326
Novak Djokovic,0.6858625479494148,1294
Ivan Ljubicic,0.6846223628680148,691
Richard Krajicek,0.6838252656434474,76
Juan Martin del Potro,0.6774259113897142,566
Gilles Muller,0.6761445226580483,395
Kevin Anderson,0.6755932936509057,561
Robin Soderling,0.6750344730796121,482
Ben Shelton,0.674605110266875,82
Arthur Rinderknech,0.6743929896213178,126
Feliciano Lopez,0.6737389475479552,954
Tomas Berdych,0.671496666364737,934
Daniil Medvedev,0.6711860169629132,449
Marin Cilic,0.6707486307392614,854
Carlos Moya,0.6703575293611705,585
Rohan Bopanna,0.6679995443153338,48
Steve Johnson,0.6672909661520533,352
Jiri Vesely,0.6672829746410758,265
Felix Auger Aliassime,0.6655974227297757,336
Quentin Halys,0.6655045743679416,73
Denis Shapovalov,0.6654337103435628,326
Gustavo Kuerten,0.6654196977257348,332
Vasek Pospisil,0.6648523425775845,291
Gregory Carraz,0.6646267299857359,83
Andrey Rublev,0.6639319622549414,443
Sam Groth,0.6635419478496953,93
Jan Michael Gambill,0.6634249915344962,286
Jiri Lehecka,0.6631756054086151,121
Borna Gojo,0.6631517892881529,41
Casper Ruud,0.6622317177943777,347
Stan Wawrinka,0.6613989396269073,893
Jack Sock,0.6607709636424807,275
Marc Andrea Huesler,0.6606332297076242,79
Carlos Alcaraz,0.6602455235385927,221
Tim Henman,0.6599725153950429,449
Brandon Nakashima,0.6598720997569681,136
Wesley Moodie,0.6596044487254471,128
Tommy Haas,0.6594425874286473,710
Mario Ancic,0.6588507827734914,343
Juan Balcells,0.6582638442227484,84
Max Mirnyi,0.658027428842081,441
Marcelo Rios,0.6577722617288014,182
Alexei Popyrin,0.6577588846595506,173
Christopher Eubanks,0.6577152952152953,82
Fernando Gonzalez,0.6576935009013525,572
Kenny De Schepper,0.6573528948528949,79
Yosuke Watanuki,0.6572007117461662,36
Thanasi Kokkinakis,0.6571848666646916,143
Bernard Tomic,0.6569197076869594,341
Goran Ivanisevic,0.6568080964618527,118
Ugo Humbert,0.6566459999264308,236
Marius Copil,0.6565309282221047,135
Taylor Fritz,0.6557662730718709,406
Dimitar Kuzmanov,0.6555603552507576,37
Peter Wessels,0.6553724053724054,70
Tallon Griekspoor,0.6552544047513088,152
Pierre Hugues Herbert,0.6546340402345233,194
Holger Rune,0.6546047558735358,190
Nicolas Jarry,0.6541296613739795,208
Michael Llodra,0.6537389328763803,410
Philipp Kohlschreiber,0.6536728390349054,829
Mardy Fish,0.6533116556645969,526
Kyle Edmund,0.6532899423226473,187
Andy Murray,0.6530686098336724,977
Radek Stepanek,0.6530583255503903,678
Nicolas Mahut,0.651965770383727,373
Marat Safin,0.6518332877918408,586
Sam Querrey,0.6516054581803655,659
Mark Philippoussis,0.6515982596420102,241
Roman Safiullin,0.6514822756351235,80
Ernests Gulbis,0.6511332329174059,471
Aqeel Khan,0.6498797498797498,68
Mohamed Safwat,0.6490274554184329,35
Grigor Dimitrov,0.6489173411938449,656
Cameron Norrie,0.6481940018909532,344
Karen Khachanov,0.6479487482746404,393
Frederic Niemeyer,0.6476419779051358,40
Younes El Aynaoui,0.6467279017089633,299
Sebastian Korda,0.6465746777259477,180
Oscar Otte,0.6465555533735906,85
Lleyton Hewitt,0.6459557174691609,799
Kamil Majchrzak,0.645930239351292,67
Nicolas Coutelot,0.6457195614783423,32
Dominic Thiem,0.6451498857617962,486
Jeremy Chardy,0.6447260375480938,567
Jeff Salzenstein,0.6446913685392948,37
Dick Norman,0.6443524161550727,56
Dustin Brown,0.6440706746066182,131
Dmitry Tursunov,0.6438212254627574,451
Frances Tiafoe,0.6435867303918523,338
Amer Delic,0.6434844577936684,89
Jan Frode Andersen,0.6433035714285714,34
Marc Rosset,0.6432621438445741,139
Aleksandar Kovacevic,0.6430818189746761,32
Tomas Machac,0.6428261553261554,58
Nicolas Almagro,0.6421615111035194,657
Andreas Vinciguerra,0.6421429475765593,173
Kenneth Carlsen,0.6420879863950958,202
Thiago Monteiro,0.6416692469126547,171
Juan Carlos Ferrero,0.6416514134780472,717
Roberto Bautista Agut,0.6407627808850185,596
Daniel Brands,0.6405927189130314,148
Matteo Arnaldi,0.6401541417072046,66
Alexander Bublik,0.6398556936997563,275
Todd Martin,0.6395949897700598,146
Martin Verkerk,0.6388857703143417,128
Thomas Johansson,0.6387626762143893,415
Attila Balazs,0.6382822586769955,52
Fernando Verdasco,0.6382086784525002,953
Jenson Brooksby,0.6380269683631029,79
Jerzy Janowicz,0.6380204526773154,186
Lucas Pouille,0.6371138022838874,216
Alexander Zverev,0.637016930585095,531
Jan Lennard Struff,0.636743300316901,383
Brian Dabul,0.63658225115715,42
Pablo Carreno Busta,0.6361395752735036,420
Jan Siemerink,0.6358253743892042,56
Thomas Enqvist,0.6356856165444793,270
Nicolas Thomann,0.635538283265556,37
Aisam Ul Haq Qureshi,0.6355379188712522,67
Leonardo Mayer,0.6349536304386666,359
Pablo Cuevas,0.6339789405196312,423
Horacio Zeballos,0.6338803822688993,182
Julien Boutter,0.6338385175269051,137
Richard Gasquet,0.6336792129599735,967
Martin Damm Sr,0.6336594520031053,42
James Duckworth,0.633307299270599,157
Alex De Minaur,0.6332980580589492,368
Andreas Beck,0.6331981065127132,107
Borna Coric,0.632960801319389,354
Victor Hanescu,0.632910784133423,445
Gael Monfils,0.6324778802340595,852
Sebastian Ofner,0.6322868881634361,69
Gianluca Mager,0.6321633227883228,58
Denis Istomin,0.6316882313971974,463
Lorenzo Sonego,0.6311446455846081,270
Marc Gicquel,0.6308704636327158,205
Ilya Ivashka,0.6304773152973617,174
Zizou Bergs,0.6303646456424233,33
Antony Dupuis,0.6303110189483918,193
Ryan Harrison,0.6301289507943069,236
Alex Michelsen,0.6301142906406064,39
Tomas Martin Etcheverry,0.6300080053211488,106
Guillermo Canas,0.6297629573728645,381
Kei Nishikori,0.6294454831923781,611
Janko Tipsarevic,0.6292196955664449,533
Ivan Navarro,0.6291237520649285,100
Taylor Dent,0.6289208184218755,287
Alejandro Tabilo,0.628839454196597,83
Nicolas Escude,0.6287205756112314,206
Alex Corretja,0.6285102091215741,261
Cyril Saulnier,0.6281868618394593,182
Grega Zemlja,0.6279803101566074,96
Lloyd Harris,0.6278448944265574,148
Zhizhen Zhang,0.627777531574524,82
Sebastien Grosjean,0.6276122137028107,485
Jordan Thompson,0.6275041404558238,239
David Ferrer,0.6271164850577032,1073
Cedric Pioline,0.6269829416369663,117
Benjamin Bonzi,0.6266751314351158,99
James Blake,0.626368765919013,620
Jerome Golmard,0.6260734833918347,143
Lukas Rosol,0.6257233294698433,277
Christopher Oconnell,0.6257130253164622,96
Wayne Ferreira,0.6255164053645169,224
Marcos Baghdatis,0.6253489457018054,590
Alexandre Simoni,0.6252483452588494,33
Facundo Diaz Acosta,0.6251919211740641,30
Miomir Kecmanovic,0.6248198800351725,264
Tennys Sandgren,0.6247045359263405,115
Paradorn Srichaphan,0.6246636014618239,418
Mariano Puerta,0.6245992507981177,167
Magnus Larsson,0.6245359906559002,58
Tommy Paul,0.6242793108649018,253
Daniel Altmaier,0.6242513763334963,108
Daniele Bracciali,0.6238834217730321,86
Yibing Wu,0.6230252940005262,41
Hicham Arazi,0.6223660411440984,234
Simone Bolelli,0.622348893812756,285
Arthur Fils,0.6223127055094269,69
Magnus Norman,0.6222565714463862,201
Nikolay Davydenko,0.6219530633724671,822
Marcos Giron,0.6219038120693381,193
Mikhail Youzhny,0.6218113919471286,891
Jurij Rodionov,0.6215110734675952,43
Raemon Sluiter,0.6214341750410319,213
Potito Starace,0.6212922722891832,355
Nicolas Kiefer,0.6209046829257825,438
Thiemo De Bakker,0.6208736777065328,161
Rinky Hijikata,0.6205378600727438,43
Jose Acasuso,0.6204825402953742,376
Tommy Robredo,0.6203356133743769,875
Mackenzie Mcdonald,0.6200673408899463,217
Fernando Meligeni,0.6200485944733732,133
Aslan Karatsev,0.6200008259690605,159
Malek Jaziri,0.6198996528388637,206
Francisco Cerundolo,0.6192262316839384,152
Luis Horna,0.619101996150159,278
Yevgeny Kafelnikov,0.6190561000095223,322
Agustin Calleri,0.6188479340246439,393
Yannick Hanfmann,0.6184745776641564,124
Evgeny Donskoy,0.6182444017970333,153
Bob Bryan,0.6182235299422799,47
Laslo Djere,0.6177723291688788,265
Xavier Malisse,0.6176430749804687,531
Flavio Cobolli,0.617506304082391,44
Paul Henri Mathieu,0.6171190355556927,574
Nicolas Massu,0.6168721965430809,485
Cristian Garin,0.6168094481580491,241
David Prinosil,0.6168080576420625,83
Alex Calatrava,0.6167777471066944,135
Filip Krajinovic,0.6165980438384232,249
Jurgen Melzer,0.6163567364067791,685
Todd Reid,0.6163556243170848,36
Igor Andreev,0.6161928164539655,469
Botic Van De Zandschulp,0.6160934318406414,164
Neville Godwin,0.6156268628490851,33
Sergiy Stakhovsky,0.6155070550277667,374
Daniel Evans,0.6153992629399205,295
Marton Fucsovics,0.6153097196636839,298
Viktor Troicki,0.6149831007956427,518
Yasutaka Uchiyama,0.6149260964478356,34
Mirza Basic,0.6147383512179431,67
Alexandr Dolgopolov,0.6145519588629145,374
Jimmy Wang,0.6140625015738446,89
David Nalbandian,0.6139135600797947,579
Benjamin Becker,0.6137803594167222,372
Philipp Petzschner,0.613734903555337,196
Peter Gojowczyk,0.6134618395008421,152
Frank Dancevic,0.6133206799686368,178
Luca Van Assche,0.6131347648810884,49
Michael Mmoh,0.6131122819498169,66
Jonas Bjorkman,0.6126126387242947,383
Ricardas Berankis,0.6124196877761454,275
Thierry Ascione,0.6123019469663151,76
