Player,First Serve %,num_matches
Potito Starace,0.7351298948633325,37
Victor Hanescu,0.6893456698998043,51
Rafael Nadal,0.6872808141125591,89
Nikolay Davydenko,0.6731804809894354,86
Mariano Puerta,0.6710323972298292,63
Juan Carlos Ferrero,0.665643867309404,73
Albert Costa,0.6656314839247682,30
Jarkko Nieminen,0.6590317046904522,55
Filippo Volandri,0.6590207476290083,56
Jan Hernych,0.6581247103419503,41
Andy Roddick,0.6573732898272502,74
Juan Monaco,0.6547271424546635,43
Fernando Verdasco,0.6514869077310351,63
Ricardo Mello,0.650097621295545,39
Luis Horna,0.6492693759460123,41
Jiri Novak,0.6488115079229405,49
Guillermo Garcia Lopez,0.6484643455805309,45
Radek Stepanek,0.6443955751395609,71
Michael Llodra,0.6435980713471047,32
Andrei Pavel,0.6435445188755806,48
David Ferrer,0.64062076666564,72
Max Mirnyi,0.6369398741059619,60
Guillermo Coria,0.6338388601242072,82
Ivo Karlovic,0.6327806650108138,40
Roger Federer,0.6326003344411301,85
Robby Ginepri,0.6324388693166457,60
Richard Gasquet,0.6315150792614468,42
Juan Ignacio Chela,0.6256054417358535,54
Nicolas Almagro,0.6239271356457804,35
Gaston Gaudio,0.6224236930108387,77
Ivan Ljubicic,0.6191229324034463,81
Tim Henman,0.6188089075738539,41
Mario Ancic,0.6179707570735813,71
Florian Mayer,0.6176936560232533,46
Igor Andreev,0.6172587878111856,68
David Nalbandian,0.6164910427381559,63
Olivier Rochus,0.6145266855154782,64
Tommy Robredo,0.6116100079138158,69
Hyung Taik Lee,0.6102381115860956,31
Gilles Muller,0.6080756465219003,44
Kenneth Carlsen,0.6033460156187016,42
Guillermo Canas,0.6010134643630703,35
Robin Soderling,0.6004715214553249,34
Kevin Kim,0.5999905887872446,44
Feliciano Lopez,0.5981854817856092,59
Jurgen Melzer,0.5981381230760989,52
Joachim Johansson,0.5970337042973058,34
Carlos Moya,0.5964282733080833,52
Christophe Rochus,0.5939288939560621,46
Andre Agassi,0.5910545187006798,51
Cyril Saulnier,0.5908262916899473,42
Fernando Gonzalez,0.5905299229380992,73
Rainer Schuettler,0.588706611453623,42
Paradorn Srichaphan,0.5871030895034471,66
James Blake,0.5861478642709854,56
Dominik Hrbaty,0.585269146690252,69
Fabrice Santoro,0.5850810757344123,37
Marat Safin,0.5829701342629128,38
Tommy Haas,0.5777788882898647,57
Tomas Zib,0.5769374376810199,48
Xavier Malisse,0.576491704325919,42
Greg Rusedski,0.57479409813253,51
Tomas Berdych,0.5746970487613802,63
Thomas Johansson,0.5736500026455829,73
Philipp Kohlschreiber,0.5731815518993344,37
Davide Sanguinetti,0.5719989684989545,50
Mikhail Youzhny,0.5699706602118276,46
Andreas Seppi,0.5689486593987789,36
Mariano Zabaleta,0.5673898777848544,36
Vincent Spadea,0.5655637225119897,48
Lleyton Hewitt,0.5640520121781166,48
Nicolas Massu,0.5639552698835086,41
Agustin Calleri,0.563638453532013,43
Stan Wawrinka,0.562493395443509,32
Sebastien Grosjean,0.5616624580108859,53
Arnaud Clement,0.5577558555626109,39
Wayne Arthurs,0.5533524380366646,37
Dmitry Tursunov,0.5516902774082416,33
Taylor Dent,0.5427012591275727,54
Jonas Bjorkman,0.5426868114528703,41
Paul Henri Mathieu,0.5425206610202411,57
Jose Acasuso,0.5414004918416825,53
Karol Beck,0.5372404090382038,47
Alberto Martin,0.536911461268265,54
Gael Monfils,0.5350748261746378,47
Nicolas Kiefer,0.5342600803521839,58
