Player,First Serve Win %,num_matches
Grigor Dimitrov,0.8052461853203455,32
Jannik Sinner,0.8046191068173578,31
Hubert Hurkacz,0.7840451354420248,37
Taylor Fritz,0.7809533311024003,32
Alexander Zverev,0.7603756056738373,37
Andrey Rublev,0.7599435259223386,31
Felix Auger Aliassime,0.7595886945047878,30
Alejandro Tabilo,0.7572202356826291,30
Casper Ruud,0.7450286186660526,44
Stefanos Tsitsipas,0.7433407629057199,33
Holger Rune,0.7286122301873996,31
Alex De Minaur,0.7207569007369811,35
Daniil Medvedev,0.7198251219240329,31
Sebastian Baez,0.6439298359027604,34
