Player,First Serve %,num_matches
Rafael Nadal,0.6996433001713674,60
Juan Monaco,0.6978335450532289,42
Roberto Bautista Agut,0.6916686839962438,69
Denis Istomin,0.6788660971697351,54
John Isner,0.6782167052214184,60
Carlos Berlocq,0.6739006013563802,38
Bernard Tomic,0.6719241880462422,33
Novak Djokovic,0.6697379586765105,73
Edouard Roger-Vasselin,0.6636378245094566,49
Fernando Verdasco,0.6634296164630478,46
Ivo Karlovic,0.662913877960473,64
Kevin Anderson,0.6616991164088258,63
Jurgen Melzer,0.6539425196351236,36
Richard Gasquet,0.6509520129380241,51
Jarkko Nieminen,0.6477597042065231,53
Pablo Andujar,0.6472620096072773,46
Gael Monfils,0.6470085512335175,51
Julien Benneteau,0.6457392195847029,50
Albert Ramos,0.6442369739741812,33
Sergiy Stakhovsky,0.6417995324308194,38
Yen Hsun Lu,0.6413176349653533,47
Santiago Giraldo,0.638625148535954,58
Tommy Robredo,0.6379036325886441,69
Roger Federer,0.637540250032549,87
Adrian Mannarino,0.6299585279973388,39
David Ferrer,0.6292512295769505,79
Mikhail Youzhny,0.6270946146523549,42
Federico Delbonis,0.624229669829949,47
Donald Young,0.6241057366936998,40
Jiri Vesely,0.6194917672676243,33
Milos Raonic,0.6135320880592952,69
Dmitry Tursunov,0.612838760421325,34
Jo-Wilfried Tsonga,0.6125190587173431,56
Robin Haase,0.6093235583239844,41
Nicolas Mahut,0.6081355722019873,37
Grigor Dimitrov,0.6067057387911492,69
Kei Nishikori,0.6055306243347286,69
Sam Querrey,0.6053629387555255,50
Pablo Carreno Busta,0.6036500092342892,39
Ernests Gulbis,0.6034806948799794,62
Radek Stepanek,0.603081669573211,35
Joao Sousa,0.6028656866093114,60
Marcel Granollers,0.6024636000619906,47
Mikhail Kukushkin,0.601450022687622,43
Pablo Cuevas,0.6012791794925741,30
Andy Murray,0.5989372551889632,80
Steve Johnson,0.5983378797873374,40
Dusan Lajovic,0.5982552257846981,35
Leonardo Mayer,0.5966604502817514,48
Dudi Sela,0.5965271189247081,39
Jerzy Janowicz,0.5953513554876751,50
Feliciano Lopez,0.5949850277505029,67
Andrey Golubev,0.5945024096064174,35
Vasek Pospisil,0.5943350710891806,45
Teymuraz Gabashvili,0.5921499574750453,45
Marinko Matosevic,0.5918185154237818,44
Fabio Fognini,0.5915101920104257,66
Igor Sijsling,0.5904919447566024,38
Alejandro Gonzalez,0.5891587370490681,30
Jeremy Chardy,0.5889303510718384,60
Jan Lennard Struff,0.5854233611997864,32
Philipp Kohlschreiber,0.5853141210515148,63
Benjamin Becker,0.5837705943468154,53
Jack Sock,0.5826024113563993,47
Lukas Lacko,0.578772314997746,32
Ivan Dodig,0.5786991145507665,38
Tomas Berdych,0.575191252803597,78
Andreas Seppi,0.5737679504549023,55
Dominic Thiem,0.5731943489399957,46
Guillermo Garcia Lopez,0.5726119818720207,51
Lukas Rosol,0.5725745742285251,59
Marin Cilic,0.569316695906913,75
Martin Klizan,0.5687340974414202,42
Daniel Gimeno Traver,0.5651714866930043,31
Thomaz Bellucci,0.5626747639726513,31
Stan Wawrinka,0.5605867887734945,59
Gilles Simon,0.5584355379183367,53
David Goffin,0.5573786954793538,40
Alexandr Dolgopolov,0.5456907171159604,49
Lleyton Hewitt,0.5345821989444312,36
