,player,passed_at_net,net_pts,passing_shot
0,Johanna Konta,13,65,20.0
1,Kiki Bertens,8,54,14.814814814814813
2,Paula Badosa,6,41,14.634146341463413
3,Karolina Muchova,5,40,12.5
4,Amelie Mauresmo,7,57,12.280701754385964
5,Bianca Andreescu,7,69,10.144927536231885
6,Camila Giorgi,10,100,10.0
7,Caroline Garcia,4,40,10.0
8,Elena Rybakina,3,42,7.142857142857142
9,Iga Swiatek,5,71,7.042253521126761
10,Maria Jose Martinez Sanchez,3,59,5.084745762711865
