,player,passed_at_net,net_pts,passing_shot
0,John Isner,10,37,27.027027027027028
1,Mackenzie Mcdonald,6,29,20.689655172413794
2,Alexander Zverev,4,22,18.181818181818183
3,Lloyd Harris,4,25,16.0
4,Roger Federer,6,57,10.526315789473683
5,Hubert Hurkacz,4,40,10.0
6,Felix Auger Aliassime,4,44,9.090909090909092
7,Frances Tiafoe,3,35,8.571428571428571
8,David Ferrer,0,24,0.0
9,Leonardo Mayer,0,33,0.0
