,player,passed_at_net,net_pts,passing_shot
0,Jessica Pegula,6,24,25.0
1,Amelie Mauresmo,13,59,22.033898305084744
2,Aryna Sabalenka,5,27,18.51851851851852
3,Madison Keys,5,33,15.151515151515152
4,Petra Martic,7,51,13.725490196078432
5,Kiki Bertens,12,91,13.186813186813188
6,Justine Henin,8,82,9.75609756097561
7,Bianca Andreescu,4,45,8.88888888888889
8,Anna Lena Friedsam,2,24,8.333333333333332
9,Petra Kvitova,2,29,6.896551724137931
