Winner,Hard
Federer R.,6
Nadal R.,5
Fognini F.,5
Kyrgios N.,4
Mahut N.,3
Young D.,3
Sock J.,3
Nishikori K.,3
Mannarino A.,3
Zverev A.,3
Donaldson J.,3
Delbonis F.,3
Berdych T.,3
Struff J.L.,2
Pella G.,2
Goffin D.,2
Paire B.,2
Wawrinka S.,2
Jaziri M.,2
Vesely J.,2
Schwartzman D.,2
Chardy J.,2
Coric B.,2
Bautista Agut R.,2
Seppi A.,1
Sela D.,1
Escobedo E.,1
Robredo T.,1
Tiafoe F.,1
Troicki V.,1
Verdasco F.,1
Bellucci T.,1
Zeballos H.,1
Rublev A.,1
Nishioka Y.,1
Raonic M.,1
Querrey S.,1
Dzumhur D.,1
Muller G.,1
Del Potro J.M.,1
Lu Y.H.,1
Kuznetsov An.,1
Kukushkin M.,1
Kohlschreiber P.,1
King D.,1
Karlovic I.,1
Isner J.,1
Haase R.,1
Fritz T.,1
Anderson K.,1
