Winner,Grass
Williams S.,7
Kerber A.,6
Vesnina E.,5
Williams V.,5
Shvedova Y.,4
Halep S.,4
Cibulkova D.,4
Pavlyuchenkova A.,4
Kuznetsova S.,3
Keys M.,3
Makarova E.,3
Safarova L.,3
Vandeweghe C.,3
Doi M.,3
Suarez Navarro C.,3
Radwanska A.,3
Lisicki S.,2
Stephens S.,2
Kasatkina D.,2
Siniakova K.,2
Witthoeft C.,2
Friedsam A.L.,2
Erakovic M.,2
Cornet A.,2
Cepelova J.,2
Bouchard E.,2
Boserup J.,2
Strycova B.,2
Bacsinszky T.,2
Bertens K.,2
Beck A.,2
Vinci R.,2
Stosur S.,1
Rodina E.,1
Pliskova Ka.,1
Putintseva Y.,1
Sasnovich A.,1
Sakkari M.,1
Schiavone F.,1
Svitolina E.,1
Petkovic A.,1
Alexandrova E.,1
Niculescu M.,1
Nara K.,1
Arruabarrena L.,1
Babos T.,1
Barthel M.,1
Bencic B.,1
Crawford S.,1
Duan Y.Y.,1
Errani S.,1
Flipkens K.,1
Garcia C.,1
Gavrilova D.,1
Jankovic J.,1
Konjuh A.,1
Konta J.,1
Kvitova P.,1
Allertova D.,1
Mchale C.,1
Minella M.,1
Moore T.,1
Muguruza G.,1
Lepchenko V.,1
