Winner,Hard
Azarenka V.,6
Williams S.,5
Radwanska A.,4
Kasatkina D.,4
Pliskova Ka.,4
Rybarikova M.,4
Halep S.,3
Bondarenko K.,3
Strycova B.,3
Kvitova P.,3
Gibbs N.,3
Mchale C.,2
Nara K.,2
Puig M.,2
Allertova D.,2
Putintseva Y.,2
Shvedova Y.,2
Stosur S.,2
Tsurenko L.,2
Vandeweghe C.,2
Vinci R.,2
Larsson J.,2
Zhang S.,2
Jankovic J.,2
Bacsinszky T.,2
Bouchard E.,2
Konta J.,2
Kovinic D.,1
Cibulkova D.,1
Witthoeft C.,1
Wickmayer Y.,1
Watson H.,1
Beck A.,1
Bencic B.,1
Svitolina E.,1
Brengle M.,1
Davis L.,1
Siegemund L.,1
Diyas Z.,1
Rogers S.,1
Gasparyan M.,1
Giorgi C.,1
Hradecka L.,1
Ivanovic A.,1
Pironkova T.,1
Niculescu M.,1
King V.,1
Makarova E.,1
