Winner,Hard
Kerber A.,7
Williams S.,6
Konta J.,5
Radwanska A.,5
Suarez Navarro C.,4
Sharapova M.,4
Azarenka V.,4
Zhang S.,4
Bencic B.,3
Strycova B.,3
Keys M.,3
Gavrilova D.,3
Gasparyan M.,3
Friedsam A.L.,3
Beck A.,3
Makarova E.,3
Mladenovic K.,2
Kasatkina D.,2
Lepchenko V.,2
Putintseva Y.,2
Kulichkova E.,2
Pliskova Ka.,2
Osaka N.,2
Puig M.,2
Allertova D.,2
Ivanovic A.,2
Siegemund L.,2
Davis L.,2
Vinci R.,2
Brengle M.,2
Bondarenko K.,2
Muguruza G.,2
Sasnovich A.,1
Sakkari M.,1
Rybarikova M.,1
Sevastova A.,1
Niculescu M.,1
Shvedova Y.,1
Svitolina E.,1
Pliskova Kr.,1
Wang Q.,1
Kuznetsova S.,1
Nara K.,1
Maria T.,1
Babos T.,1
Bacsinszky T.,1
Bouchard E.,1
Cornet A.,1
Dulgheru A.,1
Falconi I.,1
Flipkens K.,1
Gibbs N.,1
Goerges J.,1
Han X.,1
Hsieh S.W.,1
Jankovic J.,1
King V.,1
Konjuh A.,1
Kovinic D.,1
Arruabarrena L.,1
Kvitova P.,1
Larsson J.,1
Lisicki S.,1
Zheng S.,1
