Winner,Hard
Azarenka V.,6
Kuznetsova S.,5
Bacsinszky T.,4
Kerber A.,4
Makarova E.,3
Begu I.,3
Babos T.,3
Watson H.,3
Konta J.,3
Halep S.,3
Keys M.,3
Pliskova Kr.,2
Radwanska A.,2
Osaka N.,2
Niculescu M.,2
Muguruza G.,2
Linette M.,2
Svitolina E.,2
Vandeweghe C.,2
Vesnina E.,2
Goerges J.,2
Gibbs N.,2
Garcia C.,2
Wickmayer Y.,2
Williams S.,2
Diyas Z.,2
Brengle M.,2
Bertens K.,2
Vinci R.,1
Tsurenko L.,1
Strycova B.,1
Witthoeft C.,1
Wozniacki C.,1
Puig M.,1
Kvitova P.,1
Pereira T.,1
Peng S.,1
Mchale C.,1
Kovinic D.,1
King V.,1
Kasatkina D.,1
Ivanovic A.,1
Hradecka L.,1
Gasparyan M.,1
Flipkens K.,1
Falconi I.,1
Cornet A.,1
Cibulkova D.,1
Zhang S.,1
