Winner,Hard
Alcaraz C.,6
Medvedev D.,5
Tiafoe F.,4
Sinner J.,4
Auger-Aliassime F.,3
Wawrinka S.,3
Davidovich Fokina A.,3
Draper J.,3
Fritz T.,3
Fucsovics M.,3
Garin C.,3
Tabilo A.,3
Norrie C.,3
Paul T.,2
Murray A.,2
Molcan A.,2
Rublev A.,2
Ruusuvuori E.,2
Mannarino A.,2
Thompson J.,2
Zverev A.,2
Daniel T.,2
Ivashka I.,2
Humbert U.,2
Kubler J.,2
Lehecka J.,1
Hijikata R.,1
Wu Y.,1
Wu T.L.,1
Cerundolo F.,1
Gasquet R.,1
Giron M.,1
Struff J.L.,1
Sock J.,1
Griekspoor T.,1
Shelton B.,1
Schwartzman D.,1
Rune H.,1
Ruud C.,1
Popyrin A.,1
Pella G.,1
Hurkacz H.,1
Otte O.,1
Nakashima B.,1
Khachanov K.,1
Cachin P.,1
Kokkinakis T.,1
Mcdonald M.,1
Martinez P.,1
Baez S.,1
