Winner,Hard
Djokovic N.,7
Tsitsipas S.,6
Paul T.,5
Khachanov K.,5
Lehecka J.,4
Shelton B.,4
Rublev A.,4
Korda S.,4
Wolf J.J.,3
Sinner J.,3
Rune H.,3
Nishioka Y.,3
Bautista Agut R.,3
Hurkacz H.,3
Auger-Aliassime F.,3
De Minaur A.,3
Norrie C.,2
Humbert U.,2
Mmoh M.,2
Shapovalov D.,2
Cerundolo F.,2
Dimitrov G.,2
Murray A.,2
Medvedev D.,2
Tiafoe F.,2
Brooksby J.,2
Popyrin A.,2
Griekspoor T.,2
Fucsovics M.,2
Bonzi B.,2
Evans D.,2
Mcdonald M.,2
Couacaud E.,1
Chardy J.,1
Ruud C.,1
Ruusuvuori E.,1
Etcheverry T.,1
Schwartzman D.,1
Shang J.,1
Cressy M.,1
Sonego L.,1
Svrcina D.,1
Van De Zandschulp B.,1
Watanuki Y.,1
Carreno Busta P.,1
Molcan A.,1
Daniel T.,1
Nadal R.,1
Fritz T.,1
Harris L.,1
Hijikata R.,1
Holt B.,1
Djere L.,1
Jarry N.,1
Kokkinakis T.,1
Kubler J.,1
Kudla D.,1
Davidovich Fokina A.,1
Lestienne C.,1
Mannarino A.,1
Millman J.,1
Eubanks C.,1
Moutet C.,1
Zverev A.,1
