Winner,Clay
Nadal R.,7
Ferrer D.,6
Djokovic N.,5
Tsonga J.W.,5
Haas T.,4
Wawrinka S.,4
Robredo T.,4
Federer R.,4
Anderson K.,3
Troicki V.,3
Gasquet R.,3
Kohlschreiber P.,3
Almagro N.,3
Youzhny M.,3
Nishikori K.,3
Simon G.,3
Isner J.,2
Lopez F.,2
Raonic M.,2
Monfils G.,2
Querrey S.,2
Seppi A.,2
Janowicz J.,2
Paire B.,2
Dimitrov G.,2
Davydenko N.,2
Tipsarevic J.,2
Benneteau J.,2
Fognini F.,2
Chardy J.,2
Cilic M.,2
Hanescu V.,2
Zeballos H.,1
Przysiezny M.,1
Sock J.,1
Verdasco F.,1
Tursunov D.,1
Roger-Vasselin E.,1
Rosol L.,1
Sijsling I.,1
Pouille L.,1
Sousa J.,1
Kyrgios N.,1
Pella G.,1
Hajek J.,1
Bautista R.,1
Cuevas P.,1
Delbonis F.,1
Devvarman S.,1
Donskoy E.,1
Gimeno-Traver D.,1
Gulbis E.,1
Haase R.,1
Harrison R.,1
Nieminen J.,1
Istomin D.,1
Kamke T.,1
Kavcic B.,1
Klizan M.,1
Kubot L.,1
Llodra M.,1
Lu Y.H.,1
Montanes A.,1
Zemlja G.,1
