Winner,Hard
Murray A.,6
Ferrer D.,5
Haas T.,4
Gasquet R.,4
Melzer J.,4
Berdych T.,3
Simon G.,3
Cilic M.,3
Ramos A.,3
Kamke T.,2
Malisse X.,2
Almagro N.,2
Nieminen J.,2
Nishikori K.,2
Goffin D.,2
Seppi A.,2
Tipsarevic J.,2
Tsonga J.W.,2
Querrey S.,2
Zemlja G.,2
Falla A.,2
Blake J.,2
Devvarman S.,2
Djokovic N.,2
Bellucci T.,2
Rufin G.,1
Sela D.,1
Bolelli S.,1
Sijsling I.,1
Giraldo S.,1
Rochus O.,1
Tomic B.,1
Troicki V.,1
Bedene A.,1
Tursunov D.,1
Youzhny M.,1
Zeballos H.,1
Rosol L.,1
Davydenko N.,1
Raonic M.,1
Gimeno-Traver D.,1
Pella G.,1
Dimitrov G.,1
Dodig I.,1
Dolgopolov O.,1
Lu Y.H.,1
Llodra M.,1
Anderson K.,1
Fognini F.,1
Isner J.,1
Hewitt L.,1
Hanescu V.,1
Kubot L.,1
