Winner,Hard
Nadal R.,6
Del Potro J.M.,5
Berdych T.,4
Anderson K.,4
Djokovic N.,4
Murray A.,3
Federer R.,3
Berlocq C.,3
Tsonga J.W.,3
Gulbis E.,3
Hewitt L.,2
Haas T.,2
Nieminen J.,2
Gasquet R.,2
Lu Y.H.,2
Matosevic M.,2
Paire B.,2
Querrey S.,2
Phau B.,2
Mayer L.,2
Raonic M.,2
Dodig I.,2
Simon G.,2
Wawrinka S.,2
Petzschner P.,1
Ramos A.,1
Odesnik W.,1
Nishikori K.,1
Reynolds B.,1
Seppi A.,1
Nalbandian D.,1
Tomic B.,1
Almagro N.,1
Janowicz J.,1
Mayer F.,1
Ebden M.,1
Andujar P.,1
Blake J.,1
Brands D.,1
Cilic M.,1
Davydenko N.,1
Dimitrov G.,1
Donskoy E.,1
Fish M.,1
Lorenzi P.,1
Fognini F.,1
Gimeno-Traver D.,1
Goffin D.,1
Harrison R.,1
Istomin D.,1
Karlovic I.,1
Llodra M.,1
Zverev M.,1
