Winner,Grass
Murray A.,7
Djokovic N.,6
Janowicz J.,5
Del Potro J.M.,5
Kubot L.,4
Ferrer D.,4
Berdych T.,4
Verdasco F.,4
Tomic B.,3
Haas T.,3
Mannarino A.,3
De Schepper K.,3
Dodig I.,3
Melzer J.,3
Youzhny M.,3
Seppi A.,3
Anderson K.,2
Monaco J.,2
Lopez F.,2
Almagro N.,2
Nishikori K.,2
Robredo T.,2
Sijsling I.,2
Stakhovsky S.,2
Troicki V.,2
Paire B.,2
Zemlja G.,2
Gasquet R.,2
Chardy J.,2
Gulbis E.,2
Dolgopolov O.,2
Brown D.,2
Kudla D.,1
Darcis S.,1
Rufin G.,1
Cilic M.,1
Soeda G.,1
Stepanek R.,1
Reynolds B.,1
Struff J.L.,1
Brands D.,1
Blake J.,1
Tsonga J.W.,1
Benneteau J.,1
Wang J.,1
Bautista R.,1
Robert S.,1
Raonic M.,1
Reister J.,1
Kuznetsov An.,1
Ram R.,1
Przysiezny M.,1
Pospisil V.,1
Dimitrov G.,1
Federer R.,1
Giraldo S.,1
Mayer L.,1
Mathieu P.H.,1
Mahut N.,1
Hewitt L.,1
Isner J.,1
Llodra M.,1
Levine J.,1
Lu Y.H.,1
