,player,pts_won,net_pts,net_efficiency
0,Danielle Collins,60,75,80.0
1,Maria Sakkari,68,91,74.72527472527473
2,Venus Williams,69,96,71.875
3,Serena Williams,62,87,71.26436781609196
4,Victoria Azarenka,75,107,70.09345794392523
5,Petra Kvitova,62,89,69.66292134831461
6,Elena Rybakina,88,129,68.21705426356588
7,Bianca Andreescu,160,235,68.08510638297872
8,Ashleigh Barty,53,87,60.91954022988506
9,Caroline Wozniacki,50,87,57.47126436781609
