Winner,Grass
Kerber A.,11
Jabeur O.,10
Samsonova L.,8
Ostapenko J.,8
Kasatkina D.,7
Sabalenka A.,7
Rybakina E.,7
Golubic V.,7
Barty A.,7
Martincova T.,6
Pliskova Ka.,6
Siniakova K.,6
Azarenka V.,6
Giorgi C.,5
Bencic B.,5
Tomljanovic A.,5
Konta J.,5
Cornet A.,5
Keys M.,5
Zhang S.,5
Gauff C.,4
Sorribes Tormo S.,4
Muguruza G.,4
Pegula J.,4
Kontaveit A.,4
Sevastova A.,4
Muchova K.,4
Davis L.,4
Swiatek I.,4
Boulter K.,4
Vekic D.,4
Watson H.,4
Vandeweghe C.,4
Kvitova P.,3
Mladenovic K.,3
Podoroska N.,3
Raducanu E.,3
Badosa P.,3
Rogers S.,3
Krejcikova B.,3
Stojanovic N.,3
Alexandrova E.,3
Ahn K.,2
Linette M.,2
Kozlova K.,2
Martic P.,2
Kostyuk M.,2
Mcnally C.,2
Garcia Perez G.,2
Mertens E.,2
Anisimova A.,2
Brengle M.,2
Osorio M.,2
Bouzkova M.,2
Pattinama Kerkhove L.,2
Juvan K.,2
Siegemund L.,2
Stephens S.,2
Sasnovich A.,2
Cirstea S.,2
Svitolina E.,2
Pavlyuchenkova A.,2
Riske A.,2
Begu I.,2
Blinkova A.,2
Potapova A.,2
Van Uytvanck A.,2
Petkovic A.,2
Putintseva Y.,1
Kenin S.,1
Zhu L.,1
Nara K.,1
Williams V.,1
Korpatsch T.,1
Moore T.,1
Sakkari M.,1
Kudermetova V.,1
Vesnina E.,1
Kung L.,1
Tig P.M.,1
Li A.,1
Rodionova Ar.,1
Pliskova Kr.,1
Melnikova M.,1
Liu C.,1
Vondrousova M.,1
Wang Xiy.,1
Zvonareva V.,1
Dart H.,1
Doi M.,1
Burel C.,1
Garcia C.,1
Fernandez L.A.,1
Cabrera L.,1
Collins D.,1
Dolehide C.,1
Hibino N.,1
Dodin O.,1
Andreescu B.,1
Diyas Z.,1
Bouchard E.,0
Shvedova Y.,0
Stefanini L.,0
Sramkova R.,0
Bondarenko K.,0
Brady J.,0
Stosur S.,0
Smitkova T.,0
Bronzetti L.,0
Bondar A.,0
Bucsa C.,0
Buzarnescu M.,0
Sherif M.,0
Sharma A.,0
Seguel D.,0
Schmiedlova A.,0
Sanders S.,0
Cocciaretto E.,0
Cristian J.,0
Ruse E.G.,0
Rus A.,0
Da Silva Fick G.,0
Danilovic O.,0
Bonaventure Y.,0
Jorovic I.,0
Tan H.,0
Zaja A.,0
Babos T.,0
Wang Y.,0
Arruabarrena L.,0
Williams S.,0
Anshba A.,0
Yastremska D.,0
Zanevska M.,0
Rakhimova K.,0
Zarazua R.,0
Zavatska K.,0
Zheng Q.,0
Zheng S.,0
Aiava D.,0
Zidansek T.,0
Wang Xin.,0
Wang Q.,0
Baptiste H.,0
Voegele S.,0
Vikhlyantseva N.,0
Bara I.,0
Barthel M.,0
Bertens K.,0
Birrell K.,0
Udvardy P.,0
Turati B.,0
Tsurenko L.,0
Trevisan M.,0
Tomova V.,0
Bogdan A.,0
Bolsova A.,0
Teichmann J.,0
Tauson C.,0
Diatchenko V.,0
Raina A.,0
Krunic A.,0
Marino R.,0
Gavrilova D.,0
Gorgodze E.,0
Liang E.S.,0
Gracheva V.,0
Lepchenko V.,0
Lapko V.,0
Grammatikopoulou V.,0
Kuznetsova S.,0
Kuzmova V.,0
Haddad Maia B.,0
Halep S.,0
Kucova K.,0
Hanatani N.,0
Gasparyan M.,0
Hartono A.,0
Kovinic D.,0
Hercog P.,0
Hibi M.,0
Hontama M.,0
Konjuh A.,0
Hsieh S.W.,0
Inglis M.,0
Jani R.L.,0
Kawa K.,0
Jones F.,0
Kanepi K.,0
Kalinskaya A.,0
Gatto-Monticone G.,0
Masarova R.,0
Di Giuseppe M.,0
Ormaechea P.,0
Di Lorenzo F.,0
Kalinina A.,0
Pironkova T.,0
Peterson R.,0
Pera B.,0
Errani S.,0
Falkowska W.,0
Parrizas Diaz N.,0
Parks A.,0
Paolini J.,0
Ferro F.,0
Fett J.,0
Osaka N.,0
Niemeier J.,0
Mattek-Sands B.,0
Navarro E.,0
Flipkens K.,0
Muhammad A.,0
Frech M.,0
Friedsam A.L.,0
Fruhvirtova L.,0
Gadecki O.,0
Minnen G.,0
Minella M.,0
Min G.,0
Galfi D.,0
Gasanova A.,0
Mchale C.,0
Abanda F.,0
