Winner,Clay
Badosa P.,18
Zidansek T.,16
Gauff C.,16
Krejcikova B.,15
Kudermetova V.,14
Barty A.,14
Swiatek I.,14
Jabeur O.,13
Sabalenka A.,13
Sakkari M.,12
Cirstea S.,12
Putintseva Y.,12
Pavlyuchenkova A.,11
Collins D.,11
Osorio M.,11
Kontaveit A.,10
Stephens S.,10
Kvitova P.,10
Ruse E.G.,9
Kovinic D.,9
Zanevska M.,9
Mertens E.,9
Sharma A.,9
Garcia C.,8
Konjuh A.,8
Pliskova Ka.,8
Siniakova K.,7
Pegula J.,7
Rybakina E.,7
Alexandrova E.,7
Wang Q.,6
Niemeier J.,6
Martic P.,6
Ostapenko J.,6
Linette M.,6
Kostyuk M.,6
Tomljanovic A.,6
Errani S.,6
Tomova V.,6
Bencic B.,6
Svitolina E.,6
Kozlova K.,5
Kasatkina D.,5
Bogdan A.,5
Brady J.,5
Muchova K.,5
Ferro F.,5
Teichmann J.,5
Kalinina A.,5
Burel C.,5
Sasnovich A.,5
Kucova K.,5
Tan H.,5
Rogers S.,5
Bronzetti L.,4
Anisimova A.,4
Martincova T.,4
Korpatsch T.,4
Zhang S.,4
Vondrousova M.,4
Sevastova A.,4
Halep S.,4
Azarenka V.,4
Kerber A.,4
Pera B.,4
Petkovic A.,4
Dodin O.,4
Diyas Z.,4
Podoroska N.,4
Williams S.,4
Danilovic O.,4
Parrizas Diaz N.,4
Keys M.,3
Tauson C.,3
Kenin S.,3
Muguruza G.,3
Zheng S.,3
Sorribes Tormo S.,3
Mladenovic K.,3
Voegele S.,3
Paolini J.,3
Schmiedlova A.,3
Peterson R.,3
Vikhlyantseva N.,3
Rus A.,3
Zvonareva V.,3
Galfi D.,3
Hibino N.,3
Fernandez L.A.,3
Jani R.L.,3
Giorgi C.,3
Cornet A.,3
Davis L.,3
Osaka N.,2
Ormaechea P.,2
Nara K.,2
Navarro E.,2
Friedsam A.L.,2
Udvardy P.,2
Vesnina E.,2
Mcnally C.,2
Bara I.,2
Fruhvirtova L.,2
Potapova A.,2
Frech M.,2
Parks A.,2
Rakhimova K.,2
Bonaventure Y.,2
Bondar A.,2
Cristian J.,2
Samsonova L.,2
Buzarnescu M.,2
Brengle M.,2
Siegemund L.,2
Baptiste H.,2
Di Lorenzo F.,2
Gorgodze E.,2
Lepchenko V.,2
Yastremska D.,2
Andreescu B.,2
Kawa K.,2
Hercog P.,2
Gracheva V.,2
Arruabarrena L.,2
Pliskova Kr.,1
Bolsova A.,1
Jorovic I.,1
Anshba A.,1
Diatchenko V.,1
Doi M.,1
Di Giuseppe M.,1
Blinkova A.,1
Wang Y.,1
Riske A.,1
Zavatska K.,1
Konta J.,1
Zheng Q.,1
Inglis M.,1
Sanders S.,1
Kanepi K.,1
Seguel D.,1
Bucsa C.,1
Kalinskaya A.,1
Shvedova Y.,1
Bouzkova M.,1
Liu C.,1
Falkowska W.,1
Bertens K.,1
Kuzmova V.,1
Gatto-Monticone G.,1
Li A.,1
Mchale C.,1
Begu I.,1
Min G.,1
Trevisan M.,1
Minella M.,1
Golubic V.,1
Zaja A.,1
Turati B.,0
Barthel M.,0
Wang Xiy.,0
Aiava D.,0
Wang Xin.,0
Bouchard E.,0
Birrell K.,0
Tsurenko L.,0
Tig P.M.,0
Watson H.,0
Stojanovic N.,0
Zarazua R.,0
Williams V.,0
Stosur S.,0
Zhu L.,0
Bondarenko K.,0
Babos T.,0
Vekic D.,0
Vandeweghe C.,0
Van Uytvanck A.,0
Sramkova R.,0
Stefanini L.,0
Jones F.,0
Boulter K.,0
Kung L.,0
Mattek-Sands B.,0
Masarova R.,0
Gavrilova D.,0
Marino R.,0
Liang E.S.,0
Lapko V.,0
Ahn K.,0
Kuznetsova S.,0
Krunic A.,0
Smitkova T.,0
Grammatikopoulou V.,0
Haddad Maia B.,0
Hanatani N.,0
Hartono A.,0
Hibi M.,0
Hontama M.,0
Hsieh S.W.,0
Juvan K.,0
Melnikova M.,0
Gasparyan M.,0
Minnen G.,0
Gasanova A.,0
Sherif M.,0
Cabrera L.,0
Cocciaretto E.,0
Da Silva Fick G.,0
Dart H.,0
Rodionova Ar.,0
Raina A.,0
Raducanu E.,0
Pironkova T.,0
Dolehide C.,0
Fett J.,0
Pattinama Kerkhove L.,0
Flipkens K.,0
Gadecki O.,0
Muhammad A.,0
Garcia Perez G.,0
Moore T.,0
Abanda F.,0
