,player,pts_won,net_pts,net_efficiency
0,Rafael Nadal,554,738,75.06775067750678
1,Novak Djokovic,830,1125,73.77777777777777
2,Andy Murray,488,681,71.65932452276064
3,Stefanos Tsitsipas,326,460,70.86956521739131
4,Stan Wawrinka,249,354,70.33898305084746
5,Hubert Hurkacz,287,409,70.17114914425427
6,Roger Federer,1366,1947,70.15921931176169
7,Alexander Zverev,218,317,68.76971608832808
8,Daniil Medvedev,305,444,68.69369369369369
9,Stefan Edberg,338,605,55.867768595041326
