Winner,Grass
Tanasugarn T.,11
Radwanska A.,8
Petrova N.,8
Mattek B.,7
Dementieva E.,7
Williams V.,7
Erakovic M.,7
Bondarenko K.,7
Bondarenko A.,6
Vaidisova N.,6
Safina D.,6
Williams S.,6
Stosur S.,5
Wickmayer Y.,5
Kleybanova A.,5
Zheng J.,5
Cirstea S.,4
Dulko G.,4
Chakvetadze A.,4
Makarova E.,4
Bartoli M.,4
Wozniacki C.,4
Peer S.,3
Mauresmo A.,3
Kuznetsova S.,3
Pin C.,3
Kudryavtseva A.,3
Krajicek M.,3
Dellacqua C.,3
Jankovic J.,3
Cetkovska P.,3
Szavay A.,3
South M.,3
Sugiyama A.,2
Kerber A.,2
Zahlavova Strycova B.,2
Azarenka V.,2
Bammer S.,2
Li N.,2
Martinez-Sanchez M.J.,2
Medina Garrigues A.,2
Mirza S.,2
Nakamura A.,2
Pavlyuchenkova A.,2
Ruano Pascual V.,2
Peng S.,2
Rao S.,2
Dechy N.,2
Srebotnik K.,2
Domachowska M.,2
Rodina E.,2
Czink M.,2
Shvedova Y.,2
Rezai A.,2
Ivanovic A.,2
Perebiynis T.,1
Keothavong A.,1
Koryttseva M.,1
Wozniak A.,1
Razzano V.,1
Loit E.,1
Schiavone F.,1
Vesnina E.,1
Pennetta F.,1
Sharapova M.,1
Radwanska U.,1
Niculescu M.,1
O'Brien K.,1
Parmentier P.,1
Poutchek T.,1
Suarez Navarro C.,1
Santangelo M.,1
Zvonareva V.,1
Dushevina V.,1
Davenport L.,1
Govortsova O.,1
Cavaday N.,1
Goerges J.,1
Gallovits E.,1
Hantuchova D.,1
Harkleroad A.,1
Baltacha E.,1
Bacsinszky T.,1
Chan Y.J.,1
Errani S.,1
Hsieh S.W.,1
Salerni M.E.,0
Shapatava S.,0
Pliskova Kar.,0
Sfar S.,0
Dokic J.,0
Sequera M.,0
Poutchkova O.,0
Schruff J.,0
Schnyder P.,0
Cohen Aloro S.,0
Savchuk O.,0
Coin J.,0
Sanchez O.,0
De Los Rios R.,0
Daniilidou E.,0
Compostizode E.,0
Safarova L.,0
Rybarikova M.,0
Puchkova O.,0
Cibulkova D.,0
Cornet A.,0
Rolle A.,0
Rodionova Ar.,0
Rodionova A.,0
Craybas J.,0
Ditty J.,0
Dentoni C.,0
Rus A.,0
Chakhnashvili M.,0
Chvojkova V.,0
Xu Y.F.,0
Voracova R.,0
Voskoboeva G.,0
Vrljic A.,0
Benesova I.,0
Bachmann A.,0
Arvidsson S.,0
Yakimova A.,0
Sprem K.,0
Yan Z.,0
Yuan M.,0
Zahlavova S.,0
Arn G.,0
Zakopalova K.,0
Ani M.,0
Vinci R.,0
Vierin N.,0
Bovina E.,0
Vakulenko J.,0
Bremond S.,0
Ungur L.,0
Tu M.,0
Torres Sandoval M.,0
Tetreault V.,0
Bychkova E.,0
Camerin M.,0
Szatmari A.,0
Sun T.T.,0
Camerin M.E.,0
Castano C.,0
Stevenson A.,0
Pironkova T.,0
Pivovarova A.,0
Jackson J.,0
Dominguez Lino L.,0
Larsson J.,0
Kucova Z.,0
Kulikova R.,0
Kvitova P.,0
Laine E.,0
Lapushchenkova A.,0
Larcherde Brito M.,0
Lepchenko V.,0
Dubois S.,0
Han X.,0
Lisicki S.,0
Liu A.,0
Llagostera Vives N.,0
Gullickson C.,0
Lu J.J.,0
Kremer A.,0
Haynes A.,0
Kostanic Tosic J.,0
Henin J.,0
Kondratieva M.,0
Knapp K.,0
Kloesel S.,0
Hladikova T.,0
Klepac A.,0
Klaffner M.,0
Kirilenko M.,0
King V.,0
Hradecka L.,0
Karatantcheva S.,0
Kanepi K.,0
Jozami B.,0
Johansson M.,0
Amanmuradova A.,0
Malek T.,0
Mamic S.,0
Obziler T.,0
Duque Marino M.,0
Ivanova E.,0
Fedak Y.,0
Flipkens K.,0
Pavlyuchen. A.,0
Paszek T.,0
Parra Santonja A.,0
Fuda R.,0
Panova A.,0
Pandzic J.,0
Palkina K.,0
Oudin M.,0
Osterloh L.,0
Olaru I.,0
Fujiwara R.,0
Manasieva V.,0
Gajdosova J.,0
Muller M.,0
Morita A.,0
Morigami A.,0
Moore J.,0
Molik A.,0
Garbin T.,0
Meusburger Y.,0
Mayr P.,0
Golovin T.,0
Groenefeld A.L.,0
Martic P.,0
Marosi K.,0
Marino R.,0
Adamczak M.,0
