Winner,Clay
Nadal R.,7
Thiem D.,6
Cecchinato M.,5
Del Potro J.M.,5
Zverev A.,4
Schwartzman D.,4
Cilic M.,4
Djokovic N.,4
Nishikori K.,3
Fognini F.,3
Isner J.,3
Anderson K.,3
Khachanov K.,3
Marterer M.,3
Goffin D.,3
Verdasco F.,3
Monfils G.,2
Gasquet R.,2
Pouille L.,2
Ramos-Vinolas A.,2
Simon G.,2
Zopp J.,2
Herbert P.H.,2
Johnson S.,2
Zverev M.,2
Bautista Agut R.,2
Carreno Busta P.,2
Edmund K.,2
Dzumhur D.,2
Berrettini M.,2
Coric B.,2
Dimitrov G.,2
Giraldo S.,1
Struff J.L.,1
Chardy J.,1
Ruud C.,1
Shapovalov D.,1
Stakhovsky S.,1
Trungelliti M.,1
Benneteau J.,1
Tsitsipas S.,1
Bemelmans R.,1
Ymer E.,1
Zeballos H.,1
Andreozzi G.,1
Querrey S.,1
Pavlasek A.,1
Pella G.,1
Lajovic D.,1
Gulbis E.,1
Fucsovics M.,1
Hurkacz H.,1
Fabbiano T.,1
Jaziri M.,1
Klizan M.,1
Donaldson J.,1
Garcia-Lopez G.,1
Moutet C.,1
Munar J.,1
Delbonis F.,1
Cuevas P.,1
Norrie C.,1
Paire B.,1
Albot R.,1
