Winner,Hard
Del Potro J.M.,6
Federer R.,5
Coric B.,5
Raonic M.,4
Anderson K.,3
Herbert P.H.,3
Kohlschreiber P.,3
Mayer L.,3
Querrey S.,3
Chung H.,3
Chardy J.,3
Baghdatis M.,3
Fritz T.,3
Monfils G.,2
Medvedev D.,2
Sela D.,2
Sousa J.,2
Lopez F.,2
Verdasco F.,2
Kicker N.,2
Cuevas P.,2
Bhambri Y.,2
Carreno Busta P.,2
Daniel T.,2
Polansky P.,1
Zeballos H.,1
Bautista Agut R.,1
Tsitsipas S.,1
Thiem D.,1
Berdych T.,1
Sock J.,1
Smyczek T.,1
Shapovalov D.,1
Sandgren T.,1
Cilic M.,1
Fabbiano T.,1
Ferrer D.,1
De Minaur A.,1
Marterer M.,1
Mannarino A.,1
Delbonis F.,1
Lajovic D.,1
Krueger M.,1
Krajinovic F.,1
Donaldson J.,1
Auger-Aliassime F.,1
Donskoy E.,1
Fucsovics M.,1
Escobedo E.,1
Zverev M.,1
