Winner,Hard
Federer R.,7
Cilic M.,6
Edmund K.,5
Chung H.,5
Nadal R.,4
Berdych T.,4
Sandgren T.,4
Dimitrov G.,4
Thiem D.,3
Kyrgios N.,3
Fucsovics M.,3
Fognini F.,3
Djokovic N.,3
Seppi A.,3
Schwartzman D.,3
Carreno Busta P.,3
Marterer M.,2
Mannarino A.,2
Basilashvili N.,2
Harrison R.,2
Muller G.,2
Kicker N.,2
Karlovic I.,2
Zverev A.,2
Rublev A.,2
Ramos-Vinolas A.,2
Gasquet R.,2
Benneteau J.,2
Tsonga J.W.,2
Dzumhur D.,2
Del Potro J.M.,2
Dolgopolov O.,2
Shapovalov D.,1
Ruud C.,1
Wawrinka S.,1
Vesely J.,1
Sugita Y.,1
Simon G.,1
Struff J.L.,1
Troicki V.,1
Smyczek T.,1
Sonego L.,1
Sousa J.,1
Verdasco F.,1
Baghdatis M.,1
Querrey S.,1
Istomin D.,1
Bemelmans R.,1
Cuevas P.,1
Donskoy E.,1
Ebden M.,1
Garcia-Lopez G.,1
Goffin D.,1
Gojowczyk P.,1
Jaziri M.,1
Nishioka Y.,1
Khachanov K.,1
Kudla D.,1
Mayer L.,1
Mcdonald M.,1
Medvedev D.,1
Millman J.,1
Monfils G.,1
Lacko L.,1
