Winner,Hard
Djokovic N.,6
Raonic M.,5
Nadal R.,4
Goffin D.,4
Zverev A.,3
Delbonis F.,3
Nishikori K.,3
Monfils G.,3
Tsonga J.W.,3
Cilic M.,3
Wawrinka S.,2
Verdasco F.,2
Pella G.,2
Berdych T.,2
Mannarino A.,2
Ramos-Vinolas A.,2
Isner J.,2
Kuznetsov An.,2
Lopez F.,2
Mayer L.,2
Gasquet R.,2
Thiem D.,2
Coric B.,2
Youzhny M.,1
Murray A.,1
Tomic B.,1
Ram R.,1
Pospisil V.,1
Querrey S.,1
Muller G.,1
Simon G.,1
Sock J.,1
Tiafoe F.,1
Seppi A.,1
Bautista R.,1
Millot V.,1
Millman J.,1
Berrer M.,1
Carreno-Busta P.,1
Cervantes I.,1
De Bakker T.,1
Del Potro J.M.,1
Dolgopolov O.,1
Fratangelo B.,1
Garcia-Lopez G.,1
Granollers M.,1
Haase R.,1
Harrison R.,1
Johnson S.,1
Kohlschreiber P.,1
Kovalik J.,1
Kudla D.,1
Kukushkin M.,1
Marchenko I.,1
Mahut N.,1
