Winner,Grass
Schiavone F.,8
Safina D.,8
Wozniacki C.,8
Li N.,7
Wickmayer Y.,7
Williams S.,7
Razzano V.,7
Radwanska A.,6
Rybarikova M.,6
Tanasugarn T.,6
Williams V.,6
Dementieva E.,6
Mirza S.,5
Sharapova M.,5
Bartoli M.,5
Hantuchova D.,5
Petrova N.,4
Radwanska U.,4
Azarenka V.,4
Pennetta F.,4
Medina Garrigues A.,4
Mauresmo A.,4
Wozniak A.,4
Lisicki S.,4
Vinci R.,4
Govortsova O.,4
Oudin M.,3
Voegele S.,3
Czink M.,3
Zheng J.,3
Dushevina V.,3
Ivanovic A.,3
Cirstea S.,3
Stosur S.,3
Vesnina E.,3
Rezai A.,3
Makarova E.,3
Flipkens K.,2
Shvedova Y.,2
Zvonareva V.,2
Kulikova R.,2
Goerges J.,2
Jankovic J.,2
Suarez Navarro C.,2
Kuznetsova S.,2
Pavlyuchenkova A.,2
Dulko G.,2
Groth J.,2
Sugiyama A.,2
Bondarenko K.,2
Cibulkova D.,2
Baltacha E.,2
Barrois K.,2
Benesova I.,2
Cavaday N.,2
Kirilenko M.,1
Kleybanova A.,1
Koryttseva M.,1
Krajicek M.,1
Kucova K.,1
Kudryavtseva A.,1
Cetkovska P.,1
Larcherde Brito M.,1
Malek T.,1
Bondarenko A.,1
Keothavong A.,1
Zahlavova Strycova B..,1
Mayr P.,1
Pervak K.,1
Bammer S.,1
Bacsinszky T.,1
Peng S.,1
Peer S.,1
Olaru I.,1
Osterloh L.,1
King V.,1
Chakvetadze A.,1
Parra Santonja A.,1
Errani S.,1
Glatch A.,1
Garbin T.,1
Parmentier P.,1
Craybas J.,1
South M.,1
Dechy N.,1
De Los Rios R.,1
Scheepers C.,1
Johansson M.,1
Srebotnik K.,0
Szavay A.,0
Zhang S.,0
Pivovarova A.,0
Pironkova T.,0
Pin C.,0
Zakopalova K.,0
Petkovic A.,0
Vandeweghe C.,0
Peer S. ,0
Silva N.,0
Tetreault V.,0
Vaidisova N.,0
Paszek T.,0
Spears A.,0
Zec Peskiric M.,0
Sprem K.,0
Perry S.,0
Savchuk O.,0
Shaughnessy M.,0
Sevastova A.,0
Salerni M.E.,0
Wienerova L.,0
Wickmayer Y. ,0
Safarova L.,0
Voskoboeva G.,0
Sadikovic A.,0
Schnyder P.,0
Schruff J.,0
Stosur S. ,0
Sfar S.,0
Santangelo M.,0
Voracova R.,0
Rus A.,0
Ruano Pascual V.,0
Rogowska O.,0
Rodionova An.,0
Woerle K.,0
Yakimova A.,0
Rodina E.,0
Rezai A. ,0
Zahlavova Strycova B.,0
Abduraimova N.,0
Panova A.,0
Dulgheru A.,0
Diatchenko V.,0
Ditty J.,0
Diyas Z.,0
Dokic J.,0
Domachowska M.,0
Dominguez Lino L.,0
Dubois S.,0
Duque Marino M.,0
Ozgen P.,0
Dushevina V. ,0
Dzehalevich E.,0
Erakovic M.,0
Fernandez-Brugues E.,0
Foretz S.,0
Gajdosova J.,0
Gallovits E.,0
Date Krumm K. ,0
Date Krumm K.,0
Cornet A.,0
Coin J.,0
Amanmuradova A.,0
Ani M.,0
Arn G.,0
Bartoli M. ,0
Beygelzimer Y.,0
Bovina E.,0
Bremond S.,0
Brengle M.,0
Brianti A.,0
Bychkova E.,0
Camerin M.E.,0
Chan Y.J.,0
Chang K.C.,0
Clijsters K.,0
Cohen Aloro S.,0
Groenefeld A.L.,0
Haynes A.,0
Hercog P.,0
Allgurin E.,0
Manasieva V.,0
Marino R.,0
Marosi K.,0
Martic P.,0
Martinez-Sanchez M.J.,0
Martinez-Sanchez M.J. ,0
Mattek-Sands B.,0
Mchale C.,0
Meusburger Y.,0
Moore J.,0
Morigami A.,0
Morita A.,0
Nara K.,0
Niculescu M.,0
O'Brien K.,0
Loit E.,0
Lisjak I.,0
Hladikova T.,0
Lisicki S. ,0
Hradecka L.,0
Hsieh S.W.,0
Ivanova E.,0
Jozami B.,0
Kanepi K.,0
Karatantcheva S.,0
Kerber A.,0
Keys M.,0
Klepac A.,0
Knapp K.,0
Kremer A.,0
Kustova D.,0
Kutuzova V.,0
Kvitova P.,0
Lepchenko V.,0
Llagostera Vives N.,0
