Winner,Hard
Williams S.,36
Wozniacki C.,36
Dementieva E.,35
Azarenka V.,32
Zvonareva V.,30
Pennetta F.,30
Bartoli M.,30
Radwanska A.,28
Stosur S.,28
Peer S.,27
Safina D.,27
Safarova L.,26
Kuznetsova S.,23
Hantuchova D.,23
Kleybanova A.,22
Li N.,22
Jankovic J.,22
Williams V.,22
Sharapova M.,20
Zheng J.,19
Wickmayer Y.,18
Vesnina E.,18
Schiavone F.,17
Rybarikova M.,17
Peng S.,17
Petrova N.,17
Pavlyuchenkova A.,17
Medina Garrigues A.,17
Czink M.,17
Wozniak A.,16
Errani S.,16
Benesova I.,16
Bondarenko A.,16
Kvitova P.,15
Ivanovic A.,15
Govortsova O.,15
Razzano V.,15
Lisicki S.,14
Clijsters K.,13
Cornet A.,12
Dulko G.,12
Bondarenko K.,12
Kirilenko M.,12
Mauresmo A.,12
Dushevina V.,12
Suarez Navarro C.,11
Mirza S.,11
Bammer S.,11
Chakvetadze A.,9
Kanepi K.,9
King V.,9
Radwanska U.,9
Craybas J.,9
Martinez-Sanchez M.J.,9
Cirstea S.,8
Schnyder P.,8
Szavay A.,8
Vinci R.,8
Groenefeld A.L.,8
Pironkova T.,8
Shvedova Y.,8
Brianti A.,8
Keothavong A.,7
Makarova E.,7
Cibulkova D.,7
Bacsinszky T.,7
Chan Y.J.,7
Sugiyama A.,7
Rezai A.,6
Oudin M.,6
Niculescu M.,6
Morita A.,6
Voegele S.,6
Amanmuradova A.,6
Date Krumm K.,5
Kudryavtseva A.,5
Dokic J.,5
Chang K.C.,5
Garbin T.,5
Flipkens K.,5
Vaidisova N.,5
Voskoboeva G.,5
Goerges J.,5
Pin C.,4
Rezai A. ,4
Sevastova A.,4
Panova A.,4
Mattek-Sands B.,4
Llagostera Vives N.,4
Barrois K.,4
Erakovic M.,4
Gallovits E.,4
Tanasugarn T.,3
Coin J.,3
Petkovic A.,3
Cetkovska P.,3
Camerin M.E.,3
Johansson M.,3
Bremond S.,3
Martic P.,3
Scheepers C.,3
Bartoli M. ,3
Glatch A.,3
Krajicek M.,3
Yakimova A.,3
Zahlavova Strycova B.,3
Knapp K.,3
Santangelo M.,2
Osterloh L.,2
Cohen Aloro S.,2
Zhang S.,2
Olaru I.,2
Pervak K.,2
Srebotnik K.,2
De Los Rios R.,2
Haynes A.,2
Parmentier P.,2
Paszek T.,2
Gajdosova J.,2
Kustova D.,2
Rodionova An.,2
Rodina E.,2
Koryttseva M.,2
Mayr P.,2
Larcherde Brito M.,2
Zahlavova Strycova B..,2
Karatantcheva S.,2
Manasieva V.,2
Malek T.,2
Savchuk O.,2
Martinez-Sanchez M.J. ,2
Shaughnessy M.,1
Dechy N.,1
Schruff J.,1
Diatchenko V.,1
Date Krumm K. ,1
Kremer A.,1
Silva N.,1
Brengle M.,1
Zakopalova K.,1
Baltacha E.,1
Woerle K.,1
Wienerova L.,1
Wickmayer Y. ,1
Beygelzimer Y.,1
Bychkova E.,1
South M.,1
Vandeweghe C.,1
Tetreault V.,1
Dominguez Lino L.,1
Stosur S. ,1
Sprem K.,1
Spears A.,1
Sadikovic A.,1
Abduraimova N.,1
Peer S. ,1
Pivovarova A.,1
Hercog P.,1
Nara K.,1
Hradecka L.,1
Lisjak I.,1
Ruano Pascual V.,1
Perry S.,1
Foretz S.,1
Lisicki S. ,1
Morigami A.,1
Moore J.,1
Kerber A.,1
Dushevina V. ,1
Hsieh S.W.,1
Marino R.,1
Dulgheru A.,1
Dubois S.,1
Kutuzova V.,1
Ivanova E.,1
Kulikova R.,1
Mchale C.,1
O'Brien K.,1
Rus A.,0
Loit E.,0
Allgurin E.,0
Bovina E.,0
Arn G.,0
Keys M.,0
Klepac A.,0
Lepchenko V.,0
Zec Peskiric M.,0
Ani M.,0
Marosi K.,0
Cavaday N.,0
Voracova R.,0
Dzehalevich E.,0
Rogowska O.,0
Domachowska M.,0
Diyas Z.,0
Salerni M.E.,0
Kucova K.,0
Ditty J.,0
Sfar S.,0
Jozami B.,0
Fernandez-Brugues E.,0
Groth J.,0
Parra Santonja A.,0
Ozgen P.,0
Hladikova T.,0
Meusburger Y.,0
Duque Marino M.,0
