,player,pts_won,net_pts,net_efficiency
0,Agnieszka Radwanska,32,42,76.19047619047619
1,Serena Williams,28,42,66.66666666666666
2,Venus Williams,69,104,66.34615384615384
3,Bianca Andreescu,59,89,66.29213483146067
4,Petra Kvitova,25,38,65.78947368421053
5,Coco Gauff,31,51,60.78431372549019
6,Marta Kostyuk,31,51,60.78431372549019
7,Eugenie Bouchard,31,53,58.490566037735846
8,Elina Svitolina,37,68,54.41176470588235
9,Ana Ivanovic,23,44,52.27272727272727
