Winner,Clay
Stosur S.,18
Siegemund L.,18
Bertens K.,17
Bacsinszky T.,17
Cibulkova D.,16
Halep S.,14
Stephens S.,14
Begu I.,13
Muguruza G.,12
Larsson J.,12
Parmentier P.,11
Kovinic D.,11
Williams S.,11
Keys M.,10
Putintseva Y.,10
Babos T.,10
Beck A.,10
Vesnina E.,9
Puig M.,9
Rogers S.,9
Goerges J.,9
Kuznetsova S.,9
Arruabarrena L.,9
Safarova L.,9
Schiavone F.,8
Mchale C.,8
Sevastova A.,8
Falconi I.,8
Lucic-Baroni M.,8
Kerber A.,8
Suarez Navarro C.,8
Strycova B.,8
Golubic V.,8
Giorgi C.,8
Gavrilova D.,7
Garcia C.,7
Kvitova P.,7
Errani S.,7
Kasatkina D.,7
Cirstea S.,7
Buyukakcay C.,7
Chirico L.,7
Pavlyuchenkova A.,6
Mladenovic K.,6
Siniakova K.,6
Duque-Marino M.,6
Pliskova Ka.,6
Williams V.,5
Hercog P.,5
Radwanska A.,5
Pironkova T.,5
Erakovic M.,5
Knapp K.,5
Razzano V.,5
Hsieh S.W.,5
Wickmayer Y.,5
Ivanovic A.,5
Ostapenko J.,5
Goncalves P.C.,5
Bouchard E.,4
Bondarenko K.,4
Makarova E.,4
Doi M.,4
Kozlova K.,4
Tig P.M.,4
Svitolina E.,4
Soler-Espinosa S.,4
Kucova K.,4
Friedsam A.L.,4
Cornet A.,4
Tsurenko L.,4
Osaka N.,4
Voegele S.,4
Konta J.,3
Konjuh A.,3
King V.,3
Azarenka V.,3
Lisicki S.,3
Maria T.,3
Pereira T.,3
Sadikovic A.,3
Masarova R.,3
Flipkens K.,3
Vinci R.,3
Martic P.,3
Dominguez Lino L.,3
Watson H.,2
Diyas Z.,2
Lepchenko V.,2
Zhang S.,2
Panova A.,2
Linette M.,2
Cepelova J.,2
Cepede Royg V.,2
Burger C.,2
Lucic M.,2
Witthoeft C.,2
Sorribes Tormo S.,2
Duque Marino M.,2
Riske A.,2
Kudryavtseva A.,2
Krunic A.,2
Niculescu M.,2
Sakkari M.,2
Kostova E.,2
Pella C.,2
Vickery S.,2
Hibino N.,2
Petkovic A.,2
Hradecka L.,2
Mattek-Sands B.,2
Khromacheva I.,2
Mitu A.,2
Townsend T.,1
Soler Espinosa S.,1
Perrin C.,1
Peterson R.,1
Reix S.,1
Robson L.,1
Rodina E.,1
Sasnovich A.,1
Schaefer A.,1
Schmiedlova A.,1
Pliskova Kr.,1
Shvedova Y.,1
Nara K.,1
Hogenkamp R.,1
Alexandrova E.,1
Barthel M.,1
Bogdan A.,1
Brengle M.,1
Broady N.,1
Wang Q.,1
Vondrousova M.,1
Eguchi M.,1
Feuerstein C.,1
Georges M.,1
Glushko J.,1
Govortsova O.,1
Gibbs N.,1
Teichmann J.B.,1
Minella M.,1
Jani R.L.,1
Shinikova I.,1
Kontaveit A.,1
Krejcikova B.,1
Kulichkova E.,1
Vandeweghe C.,1
Tatishvili A.,1
Leykina P.,1
Yang Z.,0
Zheng S.,0
Zhang Yux.,0
Soylu I.,0
Zhang Yi.,0
Zhang K.L.,0
Vekic D.,0
Wozniacki C.,0
Wang Yaf.,0
Smitkova T.,0
Van Uytvanck A.,0
Stefkova B.,0
Vikhlyantseva N.,0
Abanda F.,0
Lim A.,0
Sharapova M.,0
Shapatava S.,0
Han X.,0
Gonzalez M.,0
Gasparyan M.,0
Dulgheru A.,0
Duan Y.Y.,0
Dodin O.,0
Day K.,0
Davis L.,0
Crawford S.,0
Chang K.C.,0
Brady J.,0
Boserup J.,0
Blinkova A.,0
Birrell K.,0
Bencic B.,0
Bellis C.,0
Barty A.,0
Arconada U.M.,0
Allertova D.,0
Hantuchova D.,0
Hlavackova A.,0
Jang S.J.,0
Mertens E.,0
Savchuk O.,0
Rybarikova M.,0
Radwanska U.,0
Peng S.,0
Pegula J.,0
Paszek T.,0
Ozaki R.,0
Moore T.,0
Martincova T.,0
Jankovic J.,0
Lu Jing Jing,0
Liu F.,0
Abduraimova N.,0
Lertpitaksinchai N.,0
Larcherde Brito M.,0
Lao D.,0
Kichenok L.,0
Kato M.,0
Zhu L.,0
