Winner,Hard
Stephens S.,6
Collins D.,5
Ostapenko J.,5
Azarenka V.,5
Puig M.,3
Williams V.,3
Pliskova Ka.,3
Wang Y.,3
Kerber A.,3
Diyas Z.,3
Svitolina E.,3
Mchale C.,2
Martic P.,2
Niculescu M.,2
Muguruza G.,2
Riske A.,2
Radwanska A.,2
Sakkari M.,2
Witthoeft C.,2
Kvitova P.,2
Kenin S.,2
Hsieh S.W.,2
Haddad Maia B.,2
Vekic D.,2
Barty A.,2
Konta J.,2
Sevastova A.,1
Sasnovich A.,1
Tomljanovic A.,1
Van Uytvanck A.,1
Sabalenka A.,1
Vikhlyantseva N.,1
Anisimova A.,1
Petkovic A.,1
Pera B.,1
Pavlyuchenkova A.,1
Osaka N.,1
Makarova E.,1
Liu C.,1
Lepchenko V.,1
Larsson J.,1
Halep S.,1
Gavrilova D.,1
Flipkens K.,1
Dodin O.,1
Cornet A.,1
Bertens K.,1
Babos T.,1
Mertens E.,1
