Winner,Hard
Osaka N.,7
Kasatkina D.,5
Martic P.,4
Williams V.,4
Halep S.,4
Kerber A.,3
Pliskova Ka.,3
Sakkari M.,3
Anisimova A.,3
Suarez Navarro C.,3
Vondrousova M.,3
Wang Q.,3
Collins D.,3
Sevastova A.,2
Sasnovich A.,2
Vickery S.,2
Sabalenka A.,2
Williams S.,2
Wozniacki C.,2
Zhuk S.,2
Garcia C.,2
Dolehide C.,2
Kvitova P.,1
Cirstea S.,1
Zhang S.,1
Azarenka V.,1
Barthel M.,1
Begu I.,1
Wickmayer Y.,1
Bellis C.,1
Bencic B.,1
Vikhlyantseva N.,1
Brady J.,1
Vesnina E.,1
Vandeweghe C.,1
Svitolina E.,1
Stephens S.,1
Stosur S.,1
Makarova E.,1
Siniakova K.,1
Gavrilova D.,1
Goerges J.,1
Putintseva Y.,1
Puig M.,1
Pliskova Kr.,1
Hsieh S.W.,1
Arruabarrena L.,1
Kanepi K.,1
Mladenovic K.,1
Kenin S.,1
Ostapenko J.,1
