,player,passed_at_net,net_pts,passing_shot
0,Stefanos Tsitsipas,29,155,18.70967741935484
1,Novak Djokovic,56,352,15.909090909090908
2,Boris Becker,36,228,15.789473684210526
3,Holger Rune,15,106,14.150943396226415
4,Roger Federer,38,302,12.582781456953644
5,Thomas Muster,24,193,12.435233160621761
6,Stefan Edberg,51,419,12.17183770883055
7,Rafael Nadal,27,233,11.587982832618025
8,Jannik Sinner,8,97,8.24742268041237
9,Hubert Hurkacz,22,267,8.239700374531834
