Winner,Clay
Bertens K.,22
Ostapenko J.,18
Halep S.,18
Mladenovic K.,17
Sevastova A.,15
Svitolina E.,14
Suarez Navarro C.,13
Begu I.,13
Wozniacki C.,12
Siegemund L.,12
Garcia C.,12
Stosur S.,12
Mertens E.,11
Siniakova K.,10
Kontaveit A.,10
Gavrilova D.,10
Errani S.,9
Cirstea S.,9
Lucic-Baroni M.,9
Kuznetsova S.,9
Pliskova Ka.,9
Schiavone F.,9
Barthel M.,9
Bacsinszky T.,9
Tsurenko L.,8
Pavlyuchenkova A.,8
Kasatkina D.,8
Goerges J.,8
Rogers S.,8
Larsson J.,7
Sorribes Tormo S.,7
Strycova B.,7
Linette M.,6
Maria T.,6
Krejcikova B.,6
Arruabarrena L.,6
Putintseva Y.,6
Pliskova Kr.,6
Muguruza G.,6
Williams V.,6
Witthoeft C.,6
Bellis C.,6
Riske A.,5
Flipkens K.,5
Puig M.,5
Makarova E.,5
Wang Q.,5
Dodin O.,5
Doi M.,5
Lepchenko V.,5
Sharapova M.,5
Parmentier P.,5
Jabeur O.,4
Krunic A.,4
Davis L.,4
Cornet A.,4
Vandeweghe C.,4
Cepede Royg V.,4
Buyukakcay C.,4
Bouchard E.,4
Mchale C.,4
Martic P.,3
Martincova T.,3
Mattek-Sands B.,3
Konjuh A.,3
Shvedova Y.,3
Peng S.,3
Safarova L.,3
Sakkari M.,3
Vesnina E.,3
Cepelova J.,3
Duque-Marino M.,3
Brengle M.,3
Zhang S.,3
Giorgi C.,3
Bogdan A.,3
Eraydin B.,2
Konta J.,2
Beck A.,2
Petkovic A.,2
Kozlova K.,2
Yastremska D.,2
Korpatsch T.,2
Kulichkova E.,2
Bondarenko K.,2
Osaka N.,2
Dulgheru A.,2
Vondrousova M.,2
Lottner A.,2
Stollar F.,2
Cibulkova D.,2
Barty A.,2
Sasnovich A.,2
Alexandrova E.,2
Kerber A.,2
Radwanska A.,2
Haddad Maia B.,2
Hsieh S.W.,2
Townsend T.,2
Kalinskaya A.,2
Jankovic J.,2
Rodionova An.,2
Burger C.,1
Rybarikova M.,1
Cadantu A.,1
Wickmayer Y.,1
Soler-Espinosa S.,1
Aksu A.,1
Watson H.,1
Nara K.,1
Paquet C.,1
Ruse E.G.,1
Rus A.,1
Schnyder P.,1
Podoroska N.,1
Zheng S.,1
Zaja A.,1
Pironkova T.,1
Chirico L.,1
Babos T.,1
Hantuchova D.,1
Abanda F.,1
Kostova E.,1
Jakupovic D.,1
Golubic V.,1
Keys M.,1
Khromacheva I.,1
Vickery S.,1
Cristian J.,1
Kovinic D.,1
Vikhlyantseva N.,1
Vinci R.,1
Kucova K.,1
Hradecka L.,1
Tomljanovic A.,1
Tomova V.,1
Kvitova P.,1
Hogenkamp R.,1
Sramkova R.,1
Van Uytvanck A.,1
Vekic D.,1
Hesse A.,1
Dabrowski G.,1
Haas B.,1
Teichmann J.B.,0
Zhu L.,0
Tig P.M.,0
Wang Yaf.,0
Zhang K.L.,0
Stojanovic N.,0
Voegele S.,0
Sharipova S.,0
Xun F.Y.,0
Stephens S.,0
Williams S.,0
Voskoboeva G.,0
Wang X.,0
Soylu I.,0
Kuzmova V.,0
Sabalenka A.,0
Rodionova Ar.,0
Gibbs N.,0
Fourlis J.,0
Fett J.,0
Falconi I.,0
Erakovic M.,0
Duan Y.Y.,0
Dolehide C.,0
Diyas Z.,0
Day K.,0
Crawford S.,0
Chang K.C.,0
Cako J.,0
Cabrera L.,0
Buzarnescu M.,0
Broady N.,0
Brady J.,0
Boserup J.,0
Blinkova A.,0
Bencic B.,0
Azarenka V.,0
Andreescu B.,0
Allertova D.,0
Aiava D.,0
Han N.L.,0
Han X.,0
Hercog P.,0
Lapko V.,0
Rodina E.,0
Peterson R.,0
Ozaki R.,0
Niculescu M.,0
Muhammad A.,0
Minella M.,0
Min G.,0
Lu J.J,0
Liu F.,0
Lisicki S.,0
Ahn K.,0
Hibino N.,0
Kumkhum L.,0
Krejsova P.,0
King V.,0
Kerkhove L.,0
Kenin S.,0
Kato M.,0
Kanepi K.,0
Hozumi E.,0
Hon P.,0
Hlavackova A.,0
Zvonareva V.,0
