Winner,Grass
Konta J.,14
Muguruza G.,10
Rybarikova M.,8
Konjuh A.,8
Wozniacki C.,7
Safarova L.,7
Kontaveit A.,7
Barty A.,6
Garcia C.,6
Kuznetsova S.,6
Sevastova A.,6
Mladenovic K.,6
Kvitova P.,6
Williams V.,6
Halep S.,6
Vandeweghe C.,6
Watson H.,6
Pliskova Ka.,6
Tsurenko L.,5
Vekic D.,5
Riske A.,5
Strycova B.,5
Giorgi C.,5
Kerber A.,5
Ostapenko J.,5
Svitolina E.,4
Goerges J.,4
Sakkari M.,4
Peng S.,4
Vikhlyantseva N.,4
Azarenka V.,4
Osaka N.,4
Pliskova Kr.,4
Witthoeft C.,4
Pironkova T.,4
Rogers S.,3
Flipkens K.,3
Bellis C.,3
Martic P.,3
Cirstea S.,3
Radwanska A.,3
Barthel M.,2
Zhang S.,2
Rus A.,2
Gavrilova D.,2
Bacsinszky T.,2
Suarez Navarro C.,2
Hercog P.,2
Arruabarrena L.,2
Ahn K.,2
Pavlyuchenkova A.,2
Wickmayer Y.,2
Cibulkova D.,2
Lisicki S.,2
Schiavone F.,2
Mchale C.,2
Lepchenko V.,2
Brengle M.,2
Diyas Z.,2
Rodina E.,2
Davis L.,2
Vesnina E.,2
Vinci R.,2
Keys M.,1
Sasnovich A.,1
Nara K.,1
Niculescu M.,1
Makarova E.,1
Mertens E.,1
Petkovic A.,1
Sabalenka A.,1
Lottner A.,1
Krejsova P.,1
Rodionova Ar.,1
Kucova K.,1
Mattek-Sands B.,1
Maria T.,1
Linette M.,1
Kasatkina D.,1
Abanda F.,1
Bogdan A.,1
Begu I.,1
Duan Y.Y.,1
Wang Q.,1
Broady N.,1
Brady J.,1
Fett J.,1
Golubic V.,1
Boserup J.,1
Cepede Royg V.,1
Haddad Maia B.,1
Cepelova J.,1
Hsieh S.W.,1
Hlavackova A.,1
Hogenkamp R.,1
Allertova D.,1
Siniakova K.,1
Wang X.,0
Putintseva Y.,0
Voskoboeva G.,0
Puig M.,0
Podoroska N.,0
Peterson R.,0
Zhu L.,0
Yastremska D.,0
Wang Yaf.,0
Zaja A.,0
Zheng S.,0
Williams S.,0
Zhang K.L.,0
Xun F.Y.,0
Shvedova Y.,0
Van Uytvanck A.,0
Vondrousova M.,0
Voegele S.,0
Sharapova M.,0
Siegemund L.,0
Schnyder P.,0
Soler-Espinosa S.,0
Sorribes Tormo S.,0
Soylu I.,0
Sramkova R.,0
Stephens S.,0
Stojanovic N.,0
Stosur S.,0
Ruse E.G.,0
Teichmann J.B.,0
Tig P.M.,0
Tomljanovic A.,0
Rodionova An.,0
Tomova V.,0
Townsend T.,0
Sharipova S.,0
Vickery S.,0
Stollar F.,0
Kuzmova V.,0
Parmentier P.,0
Chang K.C.,0
Cornet A.,0
Crawford S.,0
Cristian J.,0
Dabrowski G.,0
Day K.,0
Dodin O.,0
Doi M.,0
Dolehide C.,0
Dulgheru A.,0
Duque-Marino M.,0
Erakovic M.,0
Eraydin B.,0
Errani S.,0
Falconi I.,0
Fourlis J.,0
Chirico L.,0
Cako J.,0
Haas B.,0
Cadantu A.,0
Aiava D.,0
Aksu A.,0
Alexandrova E.,0
Andreescu B.,0
Babos T.,0
Beck A.,0
Bencic B.,0
Bertens K.,0
Blinkova A.,0
Bondarenko K.,0
Bouchard E.,0
Burger C.,0
Buyukakcay C.,0
Buzarnescu M.,0
Cabrera L.,0
Gibbs N.,0
Han N.L.,0
Paquet C.,0
Kostova E.,0
Kozlova K.,0
Krejcikova B.,0
Krunic A.,0
Kulichkova E.,0
Kumkhum L.,0
Lapko V.,0
Larsson J.,0
Liu F.,0
Lu J.J,0
Lucic-Baroni M.,0
Martincova T.,0
Min G.,0
Minella M.,0
Muhammad A.,0
Ozaki R.,0
Kovinic D.,0
Korpatsch T.,0
Han X.,0
King V.,0
Hantuchova D.,0
Hesse A.,0
Hibino N.,0
Hon P.,0
Hozumi E.,0
Hradecka L.,0
Jabeur O.,0
Jakupovic D.,0
Jankovic J.,0
Kalinskaya A.,0
Kanepi K.,0
Kato M.,0
Kenin S.,0
Kerkhove L.,0
Khromacheva I.,0
Zvonareva V.,0
