,player,pts_won,net_pts,net_efficiency
0,Kiki Bertens,24,29,82.75862068965517
1,Kristina Mladenovic,22,27,81.48148148148148
2,Julia Goerges,26,33,78.78787878787878
3,Bianca Andreescu,116,158,73.41772151898735
4,Karolina Muchova,34,48,70.83333333333334
5,Priscilla Hon,21,31,67.74193548387096
6,Donna Vekic,26,41,63.41463414634146
7,Taylor Townsend,146,236,61.86440677966102
8,Kirsten Flipkens,21,35,60.0
9,Anastasia Pavlyuchenkova,12,25,48.0
