,player,passed_at_net,net_pts,passing_shot
0,Boris Becker,27,115,23.47826086956522
1,Stefan Edberg,33,165,20.0
2,Stefanos Tsitsipas,35,176,19.886363636363637
3,Novak Djokovic,82,469,17.48400852878465
4,Hubert Hurkacz,42,275,15.272727272727273
5,Thomas Muster,26,204,12.745098039215685
6,Roger Federer,39,321,12.149532710280374
7,Rafael Nadal,36,318,11.320754716981133
8,Jannik Sinner,12,126,9.523809523809524
9,Grigor Dimitrov,8,105,7.6190476190476195
