,player,passed_at_net,net_pts,passing_shot
0,Alexander Zverev,13,55,23.636363636363637
1,Alex De Minaur,23,114,20.175438596491226
2,Novak Djokovic,8,42,19.047619047619047
3,Daniil Medvedev,9,49,18.367346938775512
4,Alexander Cozbinov,8,44,18.181818181818183
5,Daniel Evans,10,64,15.625
6,Stefanos Tsitsipas,13,92,14.130434782608695
7,Denis Shapovalov,10,72,13.88888888888889
8,Hubert Hurkacz,21,160,13.125
9,Roberto Bautista Agut,3,41,7.317073170731707
10,Diego Schwartzman,2,41,4.878048780487805
