,player,passed_at_net,net_pts,passing_shot
0,Hugo Gaston,7,23,30.434782608695656
1,Pablo Andujar,6,27,22.22222222222222
2,Roger Federer,16,78,20.51282051282051
3,Dominic Thiem,10,65,15.384615384615385
4,Cristian Garin,5,36,13.88888888888889
5,Casper Ruud,7,56,12.5
6,Feliciano Lopez,3,31,9.67741935483871
7,Jiri Novak,2,29,6.896551724137931
8,Matteo Berrettini,2,38,5.263157894736842
9,Thomaz Bellucci,0,23,0.0
