Winner,Hard
Thiem D.,7
Zverev A.,6
Carreno Busta P.,5
Medvedev D.,5
De Minaur A.,4
Shapovalov D.,4
Rublev A.,4
Coric B.,4
Tiafoe F.,3
Thompson J.,3
Pospisil V.,3
Goffin D.,3
Djokovic N.,3
Auger-Aliassime F.,3
Berrettini M.,3
Davidovich Fokina A.,3
Mannarino A.,2
Krajinovic F.,2
Wolf J.J.,2
Tsitsipas S.,2
Bautista Agut R.,2
Berankis R.,2
Struff J.L.,2
Ruud C.,2
Caruso S.,2
Cilic M.,2
Norrie C.,2
Moutet C.,2
Kukushkin M.,2
Khachanov K.,2
Fritz T.,2
Fucsovics M.,2
Johnson S.,1
Carballes Baena R.,1
Giron M.,1
Raonic M.,1
Gerasimov E.,1
Gasquet R.,1
Ruusuvuori E.,1
Sock J.,1
Simon G.,1
Kecmanovic M.,1
Garin C.,1
Evans D.,1
Escobedo E.,1
Edmund K.,1
O Connell C.,1
Cressy M.,1
Nakashima B.,1
Nagal S.,1
Murray A.,1
Gombos N.,1
Mmoh M.,1
Millman J.,1
Coria F.,1
Harris L.,1
Londero J.I.,1
Kwon S.W.,1
Kuznetsov An.,1
Humbert U.,1
Krueger M.,1
Hurkacz H.,1
Barrere G.,1
Dimitrov G.,1
