,player,pts_won,net_pts,net_efficiency
0,Anhelina Kalinina,29,35,82.85714285714286
1,Danielle Collins,33,42,78.57142857142857
2,Clara Tauson,22,29,75.86206896551724
3,Arantxa Rus,13,18,72.22222222222221
4,Iga Swiatek,13,18,72.22222222222221
5,Coco Gauff,17,24,70.83333333333334
6,Sofia Kenin,17,25,68.0
7,Caroline Garcia,19,31,61.29032258064516
8,Elena Rybakina,44,72,61.111111111111114
9,Caroline Wozniacki,19,36,52.77777777777778
