,player,pts_won,net_pts,net_efficiency
0,Jannik Sinner,31,35,88.57142857142857
1,Alexander Zverev,28,39,71.7948717948718
2,Carlos Alcaraz,49,70,70.0
3,Jakub Mensik,19,28,67.85714285714286
4,Daniil Medvedev,38,57,66.66666666666666
5,Hubert Hurkacz,19,29,65.51724137931035
6,Ben Shelton,22,35,62.857142857142854
7,Tommy Paul,78,125,62.4
8,Sebastian Korda,22,37,59.45945945945946
9,Cameron Norrie,26,44,59.09090909090909
