,player,passed_at_net,net_pts,passing_shot
0,Tomas Berdych,11,46,23.91304347826087
1,Stefan Edberg,10,53,18.867924528301888
2,Rafael Nadal,12,84,14.285714285714285
3,Jakub Mensik,5,37,13.513513513513514
4,Roger Federer,23,181,12.70718232044199
5,Novak Djokovic,12,96,12.5
6,Andy Murray,17,147,11.564625850340136
7,Jiri Lehecka,2,33,6.0606060606060606
8,Nikolay Davydenko,3,50,6.0
9,Stan Wawrinka,2,44,4.545454545454546
