Winner,Grass
Djokovic N.,7
Federer R.,6
Murray A.,5
Gasquet R.,5
Wawrinka S.,4
Simon G.,4
Pospisil V.,4
Cilic M.,4
Anderson K.,3
Troicki V.,3
Kyrgios N.,3
Kudla D.,3
Goffin D.,3
Karlovic I.,3
Bautista R.,3
Berdych T.,3
Dimitrov G.,2
Isner J.,2
Baghdatis M.,2
Ward J.,2
Verdasco F.,2
Tsonga J.W.,2
Basilashvili N.,2
Tomic B.,2
Seppi A.,2
Raonic M.,2
Monfils G.,2
Andujar P.,2
Mayer L.,2
Groth S.,2
Brown D.,2
Giraldo S.,2
Ilhan M.,1
Paire B.,1
Querrey S.,1
Ramos-Vinolas A.,1
Granollers M.,1
Rosol L.,1
Thiem D.,1
Coric B.,1
Fognini F.,1
De Schepper K.,1
Estrella Burgos V.,1
Vesely J.,1
Ebden M.,1
Duckworth J.,1
Bedene A.,1
Nishikori K.,1
Herbert P.H.,1
Nieminen J.,1
Nadal R.,1
Berankis R.,1
Monaco J.,1
Millman J.,1
Dolgopolov O.,1
Mannarino A.,1
Mahut N.,1
Lopez F.,1
Haas T.,1
Broady L.,1
Kavcic B.,1
Haase R.,1
Johnson S.,1
Zverev A.,1
