Winner,Hard
Djokovic N.,6
Federer R.,5
Raonic M.,4
Murray A.,4
Mannarino A.,3
Sock J.,3
Nadal R.,3
Kokkinakis T.,3
Tomic B.,3
Berdych T.,3
Lopez F.,3
Robredo T.,2
Johnson S.,2
Nishikori K.,2
Isner J.,2
Ramos-Vinolas A.,2
Haase R.,2
Young D.,2
Monaco J.,2
Dolgopolov O.,2
Simon G.,2
Berrer M.,2
Rosol L.,2
Roger-Vasselin E.,1
Schwartzman D.,1
Seppi A.,1
Pospisil V.,1
Sijsling I.,1
Nieminen J.,1
Smyczek T.,1
Stakhovsky S.,1
Verdasco F.,1
Anderson K.,1
Melzer J.,1
Ferrer D.,1
Bautista R.,1
Bolelli S.,1
Coric B.,1
Cuevas P.,1
Delbonis F.,1
Dimitrov G.,1
Dodig I.,1
Duckworth J.,1
Gimeno-Traver D.,1
Kyrgios N.,1
Golubev A.,1
Gulbis E.,1
Hanescu V.,1
Harrison R.,1
Istomin D.,1
Jaziri M.,1
Klizan M.,1
Baghdatis M.,1
Kohlschreiber P.,1
