,player,pts_won,net_pts,net_efficiency
0,Rafael Nadal,453,595,76.1344537815126
1,Stan Wawrinka,94,133,70.67669172932331
2,Novak Djokovic,235,336,69.94047619047619
3,Roger Federer,373,535,69.71962616822431
4,Andy Murray,163,234,69.65811965811966
5,Tomas Berdych,96,139,69.06474820143885
6,Grigor Dimitrov,196,286,68.53146853146853
7,Alexandr Dolgopolov,59,90,65.55555555555556
8,Milos Raonic,97,153,63.39869281045751
9,Radek Stepanek,49,86,56.97674418604651
