,player,pts_won,net_pts,net_efficiency
0,Felix Auger Aliassime,25,30,83.33333333333334
1,Andy Murray,23,29,79.3103448275862
2,Tommy Paul,37,48,77.08333333333334
3,Holger Rune,38,51,74.50980392156863
4,Novak Djokovic,39,53,73.58490566037736
5,Stefanos Tsitsipas,49,67,73.13432835820896
6,Gilles Simon,42,59,71.1864406779661
7,Sebastian Korda,20,29,68.96551724137932
8,Taylor Fritz,22,32,68.75
9,Alex De Minaur,42,64,65.625
10,Casper Ruud,15,31,48.38709677419355
